comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.76          217                1                  128       1         0         1         4096        0           0           0.003438     NA          0.026125          0.027504            0.027503           0.06                 35            81
1.76          217                1                  128       1         0         1         4096        0           1           .000598      NA          .003571           .004840             .004840            1.76                 217           99
1.55          217                1                  128       1         0         1         8192        0           0           0.009373     NA          0.061280          0.044891            0.044890           0.08                 67            119
1.61          218                1                  128       1         0         1         8192        0           1           .001113      NA          .009962           .008337             .008337            1.61                 218           99
1.88          218                1                  128       1         0         1         12288       0           0           0.013923     NA          0.079138          0.067483            0.067482           0.13                 99            104
1.61          219                1                  128       1         0         1         12288       0           1           .001878      NA          .012543           .012204             .012204            1.61                 219           100
1.79          217                1                  128       1         0         1         16384       0           0           0.018135     NA          0.116409          0.086393            0.086392           0.16                 130           118
1.86          217                1                  128       1         0         1         16384       0           1           .002655      NA          .017860           .015836             .015836            1.86                 217           99
1.72          218                1                  128       1         0         1         20480       0           0           0.015149     NA          0.105692          0.101155            0.101154           0.19                 162           91
1.59          217                1                  128       1         0         1         20480       0           1           .003343      NA          .024263           .019729             .019728            1.59                 217           99
1.59          217                1                  128       1         0         1         24576       0           0           0.024537     NA          0.180312          0.139744            0.139743           0.27                 194           109
1.75          217                1                  128       1         0         1         24576       0           1           .003734      NA          .029993           .025849             .025849            1.75                 217           99
1.60          218                1                  128       1         0         1         28672       0           0           0.033775     NA          0.207629          0.150724            0.150723           0.28                 226           119
1.47          218                1                  128       1         0         1         28672       0           1           .005156      NA          .033661           .031108             .031108            1.47                 218           100
1.60          218                1                  128       1         0         1         32768       0           0           0.037056     NA          0.232197          0.199038            0.199037           0.35                 257           108
1.56          218                1                  128       1         0         1         32768       0           1           .005651      NA          .041594           .033231             .033231            1.56                 218           99
1.60          218                1                  128       1         0         1         36864       0           0           0.044745     NA          0.278321          0.224897            0.224896           0.40                 289           113
1.83          217                1                  128       1         0         1         36864       0           1           .007055      NA          .045771           .038119             .038119            1.83                 217           99
1.74          219                1                  128       1         0         1         40960       0           0           0.049894     NA          0.329329          0.241417            0.241415           0.44                 321           120
1.75          218                1                  128       1         0         1         40960       0           1           .007857      NA          .049804           .040650             .040649            1.75                 218           99
1.57          216                1                  128       1         0         2         4096        0           0           0.007135     NA          0.025204          0.032527            0.032526           0.06                 39            83
1.72          217                1                  128       1         0         2         4096        0           1           .000899      NA          .004516           .004743             .004743            1.72                 217           99
1.86          217                1                  128       1         0         2         8192        0           0           0.012332     NA          0.047256          0.056529            0.056528           0.10                 75            85
1.57          217                1                  128       1         0         2         8192        0           1           .001702      NA          .007202           .009127             .009127            1.57                 217           99
1.57          217                1                  128       1         0         2         12288       0           0           0.018236     NA          0.070930          0.084457            0.084456           0.16                 111           83
1.46          216                1                  128       1         0         2         12288       0           1           .002425      NA          .012667           .013976             .013976            1.46                 216           99
1.60          217                1                  128       1         0         2         16384       0           0           0.024486     NA          0.102080          0.113921            0.113920           0.21                 147           88
1.74          218                1                  128       1         0         2         16384       0           1           .003653      NA          .017849           .019098             .019098            1.74                 218           100
1.84          217                1                  128       1         0         2         20480       0           0           0.033740     NA          0.132552          0.143915            0.143914           0.25                 183           93
1.61          218                1                  128       1         0         2         20480       0           1           .004578      NA          .022569           .024129             .024129            1.61                 218           99
1.58          217                1                  128       1         0         2         24576       0           0           0.028616     NA          0.135176          0.145972            0.145971           0.25                 219           89
1.74          217                1                  128       1         0         2         24576       0           1           .006241      NA          .023944           .027404             .027404            1.74                 217           99
1.57          217                1                  128       1         0         2         28672       0           0           0.054731     NA          0.222232          0.220016            0.220015           0.38                 255           100
1.67          221                1                  128       1         0         2         28672       0           1           .007304      NA          .033048           .033627             .033627            1.67                 221           100
1.75          216                1                  128       1         0         2         32768       0           0           0.063290     NA          0.230274          0.215413            0.215413           0.39                 290           103
1.74          217                1                  128       1         0         2         32768       0           1           .009823      NA          .034512           .038065             .038064            1.74                 217           100
1.77          218                1                  128       1         0         2         36864       0           0           0.073711     NA          0.244060          0.244659            0.244658           0.45                 326           99
1.55          217                1                  128       1         0         2         36864       0           1           .010285      NA          .037195           .042136             .042136            1.55                 217           99
1.48          216                1                  128       1         0         2         40960       0           0           0.048472     NA          0.259817          0.255275            0.255274           0.48                 362           84
1.79          218                1                  128       1         0         2         40960       0           1           .010629      NA          .041404           .043558             .043557            1.79                 218           100
1.50          215                1                  128       1         0         3         4096        0           0           0.005499     NA          0.009825          0.032360            0.032359           0.06                 27            51
1.50          215                1                  128       1         0         3         4096        0           1           .000860      NA          .003189           .004969             .004969            1.50                 215           100
1.77          216                1                  128       1         0         3         8192        0           0           0.013395     NA          0.032715          0.063057            0.063056           0.11                 51            70
1.50          215                1                  128       1         0         3         8192        0           1           .001937      NA          .005812           .011125             .011125            1.50                 215           99
1.55          215                1                  128       1         0         3         12288       0           0           0.021112     NA          0.045393          0.085494            0.085493           0.15                 75            74
1.67          216                1                  128       1         0         3         12288       0           1           .002787      NA          .010172           .013149             .013149            1.67                 216           100
1.50          214                1                  128       1         0         3         16384       0           0           0.027703     NA          0.061264          0.107190            0.107189           0.19                 99            76
