comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.04          234                1                  8         1         0         1         4096        0           0           0.002600     NA          0.010035          0.010829            0.010828           0.03                 5             80
2.98          232                1                  8         1         0         2         4096        0           0           0.003889     NA          0.011466          0.012760            0.012759           0.02                 6             84
2.93          230                1                  8         1         0         3         4096        0           0           0.003817     NA          0.008023          0.013762            0.013761           0.02                 5             69
2.91          231                1                  8         1         0         4         4096        0           0           0.002841     NA          0.008397          0.010650            0.010649           0.01                 7             94
2.94          231                1                  8         1         0         5         4096        0           0           0.003810     NA          0.009753          0.011484            0.011483           0.02                 7             90
2.93          230                1                  8         1         0         6         4096        0           0           0.002054     NA          0.004184          0.004585            0.004584           0.01                 5             100
3.13          233                1                  64        1         0         1         4096        0           0           0.003703     NA          0.023210          0.018327            0.018327           0.03                 19            114
3.11          233                1                  64        1         0         2         4096        0           0           0.007105     NA          0.025975          0.027767            0.027766           0.06                 21            93
3.03          231                1                  64        1         0         3         4096        0           0           0.006484     NA          0.014671          0.026826            0.026825           0.05                 15            73
3.02          235                1                  64        1         0         4         4096        0           0           0.005423     NA          0.014601          0.025004            0.025003           0.05                 17            78
3.05          237                1                  64        1         0         5         4096        0           0           0.006481     NA          0.017812          0.026099            0.026098           0.05                 19            83
3.03          232                1                  64        1         0         6         4096        0           0           0.003007     NA          0.007671          0.010244            0.010243           0.03                 15            90
