program  c.domain  adv.model   protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
42       BINARY    semihonest  replicated-bin  3          0.78          32                 1                  10          0.00370131           0.02                 7             60         NA            0.001326        NA
42       BINARY    semihonest  replicated-bin  3          7.40          199                2                  128         0.00845122           0.08                 15            89         NA            0.016312        NA
42       BINARY    semihonest  replicated-bin  3          14.66         376                3                  256         0.0149267            0.12                 25            93         NA            0.032568        NA
42       BINARY    semihonest  replicated-bin  3          22.49         545                5                  384         0.0202483            0.18                 26            96         NA            0.048824        NA
42       BINARY    semihonest  replicated-bin  3          29.55         735                6                  512         0.0298276            0.24                 41            96         NA            0.06508         NA
42       BINARY    semihonest  replicated-bin  3          37.46         901                7                  640         0.0420144            0.29                 42            95         NA            0.081336        NA
42       BINARY    semihonest  replicated-bin  3          44.67         1079               9                  768         0.044517             0.35                 43            96         NA            0.097592        NA
42       BINARY    semihonest  replicated-bin  3          51.81         1221               10                 896         0.0538009            0.39                 47            96         NA            0.113848        NA
42       BINARY    semihonest  replicated-bin  3          59.85         1430               11                 1024        0.0493525            0.47                 77            97         NA            0.130104        NA
42       BINARY    semihonest  replicated-bin  3          67.55         1624               13                 1152        0.0644906            0.51                 78            96         NA            0.14636         NA
42       BINARY    semihonest  replicated-bin  3          74.97         1785               14                 1280        0.0619448            0.57                 80            97         NA            0.162616        NA
42       BINARY    semihonest  replicated-bin  3          81.34         1952               16                 1408        0.0717764            0.61                 79            97         NA            0.178872        NA
42       BINARY    semihonest  replicated-bin  3          88.49         2107               17                 1536        0.0953703            0.68                 79            95         NA            0.195128        NA
42       BINARY    semihonest  replicated-bin  3          96.95         2269               18                 1664        0.0809518            0.73                 80            96         NA            0.211384        NA
42       BINARY    semihonest  replicated-bin  3          105.10        2444               20                 1792        0.0975631            0.77                 82            96         NA            0.22764         NA
42       BINARY    semihonest  replicated-bin  3          111.21        2616               21                 1920        0.109074             0.84                 87            95         NA            0.243896        NA
42       BINARY    semihonest  replicated-bin  3          119.79        2836               22                 2048        0.0950933            0.92                 148           97         NA            0.260152        NA
42       BINARY    semihonest  replicated-bin  3          126.05        3086               24                 2176        0.110673             0.97                 150           96         NA            0.276408        NA
42       BINARY    semihonest  replicated-bin  3          134.33        3222               25                 2304        0.124992             1.01                 151           96         NA            0.292664        NA
42       BINARY    semihonest  replicated-bin  3          143.60        3390               27                 2432        0.123183             1.07                 149           96         NA            0.30892         NA
42       BINARY    semihonest  replicated-bin  3          147.50        3558               28                 2560        0.137546             1.13                 150           96         NA            0.325176        NA
42       BINARY    semihonest  replicated-bin  3          156.01        3732               29                 2688        0.146586             1.17                 151           96         NA            0.341432        NA
42       BINARY    semihonest  replicated-bin  3          166.11        3914               31                 2816        0.139963             1.22                 151           96         NA            0.357688        NA
42       BINARY    semihonest  replicated-bin  3          169.52        4068               32                 2944        0.139595             1.26                 151           97         NA            0.373944        NA
42       BINARY    semihonest  replicated-bin  3          179.72        4225               33                 3072        0.15876              1.32                 152           96         NA            0.3902          NA
42       BINARY    semihonest  replicated-bin  3          187.47        4377               35                 3200        0.158095             1.37                 153           96         NA            0.406456        NA
42       BINARY    semihonest  replicated-bin  3          189.21        4545               36                 3328        0.163169             1.43                 154           96         NA            0.422712        NA
42       BINARY    semihonest  replicated-bin  3          203.97        4700               38                 3456        0.154309             1.47                 154           97         NA            0.438968        NA
42       BINARY    semihonest  replicated-bin  3          208.78        4821               39                 3584        0.19264              1.53                 156           95         NA            0.455224        NA
42       BINARY    semihonest  replicated-bin  3          217.90        5007               40                 3712        0.221252             1.61                 161           95         NA            0.47148         NA
42       BINARY    semihonest  replicated-bin  3          224.48        5157               42                 3840        0.173762             1.60                 166           97         NA            0.487736        NA
42       BINARY    semihonest  replicated-bin  3          230.52        5317               43                 3968        0.202772             1.69                 171           96         NA            0.503992        NA
42       BINARY    semihonest  replicated-bin  3          240.52        5667               44                 4096        0.274285             1.87                 290           93         NA            0.520248        NA
