comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          227                1                  1         1         0         1         4096        0           0           0.002256     NA          0.015317          0.015433            0.015432           0.03                 5             80
1.42          225                1                  1         1         0         2         4096        0           0           0.002363     NA          0.016824          0.016936            0.016935           0.02                 5             92
1.38          223                1                  1         1         0         3         4096        0           0           0.001071     NA          0.008879          0.013038            0.013038           0.01                 5             72
1.39          222                1                  1         1         0         4         4096        0           0           0.000853     NA          0.006510          0.011116            0.011115           0.01                 6             75
1.35          225                1                  1         1         0         5         4096        0           0           0.001018     NA          0.013815          0.018028            0.018027           0.02                 5             73
1.37          223                1                  1         1         0         6         4096        0           0           0.000308     NA          0.001042          0.001769            0.001768           0.00                 4             83
1.47          227                1                  8         1         0         1         4096        0           0           0.002217     NA          0.017334          0.016184            0.016183           0.03                 5             78
1.43          226                1                  8         1         0         2         4096        0           0           0.000951     NA          0.010017          0.012404            0.012403           0.01                 6             87
1.42          225                1                  8         1         0         3         4096        0           0           0.001082     NA          0.007657          0.011777            0.011776           0.02                 5             57
1.40          226                1                  8         1         0         4         4096        0           0           0.000421     NA          0.005200          0.007498            0.007497           0.01                 5             70
1.41          227                1                  8         1         0         5         4096        0           0           0.000975     NA          0.008210          0.010572            0.010571           0.02                 5             69
1.40          227                1                  8         1         0         6         4096        0           0           0.000235     NA          0.002115          0.002541            0.002540           0.01                 5             58
