comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.66          215                1                  64        1         0         1         5120        0           0           0.003996     NA          0.028687          0.032962            0.032961           0.05                 23            90
1.69          217                1                  64        1         0         1         5120        0           1           .000491      NA          .004791           .009801             .009801            1.69                 217           99
1.63          215                1                  64        1         0         1         10240       0           0           0.005937     NA          0.048063          0.054198            0.054197           0.08                 43            90
1.66          214                1                  64        1         0         1         10240       0           1           .000867      NA          .010424           .019391             .019391            1.66                 214           99
1.57          215                1                  64        1         0         1         15360       0           0           0.012376     NA          0.090282          0.086819            0.086818           0.13                 63            102
1.58          216                1                  64        1         0         1         15360       0           1           .001427      NA          .013201           .027832             .027832            1.58                 216           99
1.53          216                1                  64        1         0         1         20480       0           0           0.012004     NA          0.111569          0.121785            0.121784           0.18                 83            89
1.55          216                1                  64        1         0         1         20480       0           1           .002028      NA          .023756           .038284             .038284            1.55                 216           99
1.72          216                1                  64        1         0         1         25600       0           0           0.015804     NA          0.144627          0.150937            0.150936           0.22                 103           93
1.74          215                1                  64        1         0         1         25600       0           1           .002145      NA          .023269           .044209             .044209            1.74                 215           100
1.75          217                1                  64        1         0         1         30720       0           0           0.022561     NA          0.175446          0.182836            0.182835           0.26                 122           97
1.75          215                1                  64        1         0         1         30720       0           1           .002966      NA          .031069           .049641             .049641            1.75                 215           99
1.48          215                1                  64        1         0         1         35840       0           0           0.026018     NA          0.220255          0.199409            0.199407           0.29                 142           106
1.76          215                1                  64        1         0         1         35840       0           1           .003570      NA          .032153           .060494             .060494            1.76                 215           99
1.53          216                1                  64        1         0         1         40960       0           0           0.026826     NA          0.230089          0.243906            0.243905           0.35                 162           92
1.60          215                1                  64        1         0         1         40960       0           1           .003897      NA          .038693           .064267             .064267            1.60                 215           99
1.58          215                1                  64        1         0         1         46080       0           0           0.034196     NA          0.276899          0.283975            0.283974           0.39                 182           98
1.58          216                1                  64        1         0         1         46080       0           1           .004434      NA          .051615           .084445             .084444            1.58                 216           100
1.73          215                1                  64        1         0         1         51200       0           0           0.033385     NA          0.269579          0.298084            0.298083           0.43                 202           89
1.77          216                1                  64        1         0         1         51200       0           1           .005523      NA          .040220           .086452             .086452            1.77                 216           100
1.78          216                1                  64        1         0         1         56320       0           0           0.041233     NA          0.327842          0.350524            0.350523           0.49                 222           95
1.53          215                1                  64        1         0         1         56320       0           1           .006004      NA          .047208           .098879             .098879            1.53                 215           99
1.48          216                1                  64        1         0         1         61440       0           0           0.032483     NA          0.284770          0.329224            0.329223           0.48                 241           87
1.58          215                1                  64        1         0         1         61440       0           1           .006299      NA          .054599           .082279             .082279            1.58                 215           100
1.74          216                1                  64        1         0         1         66560       0           0           0.047940     NA          0.359189          0.408586            0.408585           0.56                 261           91
1.74          217                1                  64        1         0         1         66560       0           1           .006906      NA          .060147           .109204             .109204            1.74                 217           100
1.69          216                1                  64        1         0         1         71680       0           0           0.053987     NA          0.371749          0.394917            0.394916           0.57                 281           95
1.57          217                1                  64        1         0         1         71680       0           1           .009321      NA          .067043           .118372             .118372            1.57                 217           99
1.58          215                1                  64        1         0         1         76800       0           0           0.054871     NA          0.500816          0.484089            0.484088           0.68                 301           100
1.56          216                1                  64        1         0         1         76800       0           1           .007727      NA          .070628           .128085             .128084            1.56                 216           99
1.71          215                1                  64        1         0         1         81920       0           0           0.061722     NA          0.512396          0.507026            0.507025           0.70                 321           100
1.73          216                1                  64        1         0         1         81920       0           1           .008567      NA          .070866           .129031             .129031            1.73                 216           100
1.54          214                1                  64        1         0         2         5120        0           0           0.007963     NA          0.027272          0.040972            0.040971           0.06                 26            78
1.72          214                1                  64        1         0         2         5120        0           1           .000889      NA          .004284           .013585             .013585            1.72                 214           100
1.54          215                1                  64        1         0         2         10240       0           0           0.008870     NA          0.041379          0.072558            0.072558           0.11                 48            59
1.55          216                1                  64        1         0         2         10240       0           1           .001814      NA          .006612           .016978             .016978            1.55                 216           100
1.57          214                1                  64        1         0         2         15360       0           0           0.016902     NA          0.073461          0.113005            0.113004           0.16                 71            69
1.54          214                1                  64        1         0         2         15360       0           1           .002683      NA          .009586           .021340             .021340            1.54                 214           99
1.54          214                1                  64        1         0         2         20480       0           0           0.035653     NA          0.120306          0.125711            0.125710           0.20                 93            97
1.54          214                1                  64        1         0         2         20480       0           1           .003602      NA          .014346           .031070             .031070            1.54                 214           100
1.70          215                1                  64        1         0         2         25600       0           0           0.040120     NA          0.137941          0.179573            0.179572           0.26                 116           84
1.53          215                1                  64        1         0         2         25600       0           1           .005284      NA          .018699           .039459             .039458            1.53                 215           99
1.45          214                1                  64        1         0         2         30720       0           0           0.049228     NA          0.164232          0.222994            0.222993           0.32                 138           82
1.72          214                1                  64        1         0         2         30720       0           1           .005834      NA          .022774           .046907             .046907            1.72                 214           100
1.69          215                1                  64        1         0         2         35840       0           0           0.051843     NA          0.217717          0.235520            0.235519           0.36                 160           92
1.56          215                1                  64        1         0         2         35840       0           1           .006571      NA          .027418           .056496             .056496            1.56                 215           99
1.54          215                1                  64        1         0         2         40960       0           0           0.062317     NA          0.257310          0.269398            0.269397           0.41                 183           95
1.73          214                1                  64        1         0         2         40960       0           1           .008150      NA          .030881           .060050             .060050            1.73                 214           99
1.58          215                1                  64        1         0         2         46080       0           0           0.062346     NA          0.226166          0.328103            0.328102           0.48                 205           76
1.58          215                1                  64        1         0         2         46080       0           1           .009100      NA          .034159           .069402             .069402            1.58                 215           99
1.72          215                1                  64        1         0         2         51200       0           0           0.052432     NA          0.245467          0.345518            0.345517           0.51                 228           74
1.56          214                1                  64        1         0         2         51200       0           1           .011100      NA          .039283           .076329             .076329            1.56                 214           100
1.55          215                1                  64        1         0         2         56320       0           0           0.086713     NA          0.323278          0.392706            0.392704           0.57                 250           87
1.70          215                1                  64        1         0         2         56320       0           1           .011442      NA          .041958           .085317             .085316            1.70                 215           99
1.53          215                1                  64        1         0         2         61440       0           0           0.094879     NA          0.313679          0.422794            0.422793           0.62                 272           82
1.56          215                1                  64        1         0         2         61440       0           1           .013005      NA          .047661           .091133             .091133            1.56                 215           99
1.54          215                1                  64        1         0         2         66560       0           0           0.070688     NA          0.312346          0.431787            0.431787           0.61                 295           79
1.43          215                1                  64        1         0         2         66560       0           1           .014284      NA          .049706           .097569             .097569            1.43                 215           100
1.54          215                1                  64        1         0         2         71680       0           0           0.112571     NA          0.410599          0.526658            0.526657           0.76                 317           84
1.43          215                1                  64        1         0         2         71680       0           1           .017020      NA          .059127           .101744             .101744            1.43                 215           100
1.56          215                1                  64        1         0         2         76800       0           0           0.120585     NA          0.431864          0.541207            0.541206           0.79                 340           86
1.45          214                1                  64        1         0         2         76800       0           1           .017822      NA          .057888           .104361             .104361            1.45                 214           100
1.59          214                1                  64        1         0         2         81920       0           0           0.082530     NA          0.385396          0.516675            0.516674           0.77                 362           74
1.75          216                1                  64        1         0         2         81920       0           1           .019444      NA          .062176           .117540             .117539            1.75                 216           100
1.62          213                1                  64        1         0         3         5120        0           0           0.008110     NA          0.024575          0.032320            0.032319           0.05                 18            85
1.62          214                1                  64        1         0         3         5120        0           1           .000917      NA          .002721           .005930             .005930            1.62                 214           99
1.64          214                1                  64        1         0         3         10240       0           0           0.010943     NA          0.022931          0.063146            0.063145           0.10                 33            56
1.72          213                1                  64        1         0         3         10240       0           1           .001715      NA          .004625           .015573             .015573            1.72                 213           99
1.69          212                1                  64        1         0         3         15360       0           0           0.015410     NA          0.033275          0.097965            0.097964           0.16                 48            51
1.54          214                1                  64        1         0         3         15360       0           1           .002580      NA          .007789           .018654             .018654            1.54                 214           99
1.52          213                1                  64        1         0         3         20480       0           0           0.027407     NA          0.046397          0.120923            0.120923           0.18                 63            59
1.53          213                1                  64        1         0         3         20480       0           1           .003138      NA          .011471           .029392             .029391            1.53                 213           100
1.50          214                1                  64        1         0         3         25600       0           0           0.029836     NA          0.066644          0.163659            0.163658           0.25                 78            56
1.70          213                1                  64        1         0         3         25600       0           1           .004380      NA          .014705           .033415             .033414            1.70                 213           100
1.50          212                1                  64        1         0         3         30720       0           0           0.040261     NA          0.073520          0.199447            0.199446           0.29                 93            56
1.51          213                1                  64        1         0         3         30720       0           1           .005746      NA          .017696           .035303             .035303            1.51                 213           99
1.52          217                1                  64        1         0         3         35840       0           0           0.047924     NA          0.083951          0.221272            0.221271           0.33                 108           58
1.51          217                1                  64        1         0         3         35840       0           1           .005950      NA          .022723           .049710             .049710            1.51                 217           99
1.51          213                1                  64        1         0         3         40960       0           0           0.054129     NA          0.112387          0.260698            0.260697           0.39                 123           60
1.52          214                1                  64        1         0         3         40960       0           1           .007203      NA          .022419           .049067             .049067            1.52                 214           99
1.48          215                1                  64        1         0         3         46080       0           0           0.062045     NA          0.115856          0.288628            0.288627           0.43                 138           59
1.69          212                1                  64        1         0         3         46080       0           1           .008195      NA          .025829           .056963             .056963            1.69                 212           100
1.41          213                1                  64        1         0         3         51200       0           0           0.065480     NA          0.133249          0.328428            0.328426           0.48                 153           59
1.52          214                1                  64        1         0         3         51200       0           1           .010062      NA          .028949           .070709             .070709            1.52                 214           99
1.54          214                1                  64        1         0         3         56320       0           0           0.050445     NA          0.115393          0.356936            0.356935           0.52                 168           47
1.52          214                1                  64        1         0         3         56320       0           1           .012738      NA          .036666           .062909             .062909            1.52                 214           99
1.65          214                1                  64        1         0         3         61440       0           0           0.082852     NA          0.148414          0.387408            0.387407           0.58                 183           58
1.51          212                1                  64        1         0         3         61440       0           1           .013012      NA          .035678           .069290             .069290            1.51                 212           99
1.53          213                1                  64        1         0         3         66560       0           0           0.053990     NA          0.135867          0.385236            0.385234           0.58                 198           47
1.70          213                1                  64        1         0         3         66560       0           1           .013774      NA          .039909           .081072             .081072            1.70                 213           99
1.71          213                1                  64        1         0         3         71680       0           0           0.099013     NA          0.186779          0.433317            0.433316           0.65                 213           62
1.67          213                1                  64        1         0         3         71680       0           1           .015227      NA          .042326           .084945             .084945            1.67                 213           99
1.67          214                1                  64        1         0         3         76800       0           0           0.062997     NA          0.179650          0.462957            0.462956           0.71                 228           50
1.65          214                1                  64        1         0         3         76800       0           1           .015721      NA          .045338           .099396             .099396            1.65                 214           100
1.51          213                1                  64        1         0         3         81920       0           0           0.113180     NA          0.225623          0.501950            0.501949           0.77                 243           62
1.51          213                1                  64        1         0         3         81920       0           1           .018928      NA          .048918           .103960             .103960            1.51                 213           99
1.56          212                1                  64        1         0         4         5120        0           0           0.005640     NA          0.018332          0.033658            0.033657           0.05                 18            68
1.55          213                1                  64        1         0         4         5120        0           1           .000768      NA          .003558           .006594             .006593            1.55                 213           99
1.49          212                1                  64        1         0         4         10240       0           0           0.013557     NA          0.035975          0.062430            0.062429           0.09                 33            72
1.69          214                1                  64        1         0         4         10240       0           1           .001477      NA          .005358           .017682             .017682            1.69                 214           100
1.66          213                1                  64        1         0         4         15360       0           0           0.012912     NA          0.032406          0.086745            0.086744           0.14                 48            54
1.70          212                1                  64        1         0         4         15360       0           1           .002159      NA          .008461           .024169             .024169            1.70                 212           99
1.64          212                1                  64        1         0         4         20480       0           0           0.027045     NA          0.061941          0.118086            0.118084           0.18                 63            69
1.40          214                1                  64        1         0         4         20480       0           1           .003354      NA          .009651           .021456             .021456            1.40                 214           99
1.40          212                1                  64        1         0         4         25600       0           0           0.032968     NA          0.069780          0.144702            0.144701           0.22                 78            66
