comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.69          215                1                  128       1         0         4         4096        0           0           0.003023     NA          0.008821          0.028019            0.028019           0.06                 27            40
1.40          216                1                  128       1         0         4         4096        0           1           .000806      NA          .003021           .003892             .003892            1.40                 216           100
1.47          216                1                  128       1         0         4         4096        1           0           0.004927     0.011682    0.005485          0.013871            0.013870           0.05                 31            81
1.53          215                1                  128       1         0         4         4096        1           1           .000780      0.015574    .001522           .002618             .002618            1.53                 215           99
1.81          216                1                  128       1         0         4         8192        0           0           0.010864     NA          0.031750          0.062724            0.062723           0.10                 51            70
1.52          216                1                  128       1         0         4         8192        0           1           .001733      NA          .004753           .008676             .008676            1.52                 216           99
1.72          216                1                  128       1         0         4         8192        1           0           0.008244     0.020685    0.008894          0.027903            0.027902           0.11                 59            69
1.55          216                1                  128       1         0         4         8192        1           1           .001515      0.019113    .003988           .004902             .004902            1.55                 216           99
1.66          216                1                  128       1         0         4         12288       0           0           0.017102     NA          0.045992          0.079972            0.079971           0.14                 75            73
1.42          214                1                  128       1         0         4         12288       0           1           .002693      NA          .007191           .011187             .011187            1.42                 214           99
1.76          217                1                  128       1         0         4         12288       1           0           0.015416     0.033424    0.014458          0.052051            0.052050           0.17                 87            70
1.43          216                1                  128       1         0         4         12288       1           1           .002281      0.041825    .007113           .007914             .007914            1.43                 216           99
1.70          215                1                  128       1         0         4         16384       0           0           0.023593     NA          0.055708          0.111829            0.111828           0.20                 99            69
1.41          216                1                  128       1         0         4         16384       0           1           .003250      NA          .013739           .016640             .016640            1.41                 216           99
1.53          217                1                  128       1         0         4         16384       1           0           0.020886     0.043565    0.015935          0.057193            0.057192           0.21                 115           72
1.55          217                1                  128       1         0         4         16384       1           1           .003258      0.033834    .007390           .009589             .009589            1.55                 217           100
1.56          215                1                  128       1         0         4         20480       0           0           0.020850     NA          0.055691          0.123609            0.123608           0.22                 123           60
1.52          215                1                  128       1         0         4         20480       0           1           .004495      NA          .014457           .021668             .021668            1.52                 215           100
1.72          217                1                  128       1         0         4         20480       1           0           0.025660     0.052639    0.020302          0.077942            0.077941           0.27                 143           70
1.54          216                1                  128       1         0         4         20480       1           1           .004381      0.094814    .010331           .012511             .012510            1.54                 216           99
1.84          216                1                  128       1         0         4         24576       0           0           0.035686     NA          0.089650          0.143139            0.143138           0.27                 147           79
1.65          215                1                  128       1         0         4         24576       0           1           .005487      NA          .019756           .025191             .025191            1.65                 215           99
1.43          216                1                  128       1         0         4         24576       1           0           0.030863     0.063565    0.021915          0.095442            0.095441           0.32                 171           69
1.70          216                1                  128       1         0         4         24576       1           1           .004887      0.063918    .011801           .014868             .014868            1.70                 216           99
1.53          215                1                  128       1         0         4         28672       0           0           0.041929     NA          0.097927          0.182825            0.182824           0.33                 171           74
1.70          215                1                  128       1         0         4         28672       0           1           .007143      NA          .024283           .029252             .029252            1.70                 215           99
1.54          216                1                  128       1         0         4         28672       1           0           0.035596     0.082147    0.034044          0.104835            0.104834           0.39                 199           73
1.72          216                1                  128       1         0         4         28672       1           1           .006514      0.096036    .015139           .017449             .017449            1.72                 216           99
1.60          215                1                  128       1         0         4         32768       0           0           0.030482     NA          0.096644          0.188294            0.188293           0.36                 194           61
1.71          216                1                  128       1         0         4         32768       0           1           .009443      NA          .024950           .033579             .033579            1.71                 216           99
1.48          216                1                  128       1         0         4         32768       1           0           0.023837     0.065418    0.024577          0.134584            0.134583           0.42                 226           52
1.56          216                1                  128       1         0         4         32768       1           1           .007400      0.136039    .016978           .020457             .020457            1.56                 216           99
1.50          216                1                  128       1         0         4         36864       0           0           0.056064     NA          0.146732          0.194216            0.194215           0.39                 218           86
1.51          215                1                  128       1         0         4         36864       0           1           .008805      NA          .030057           .036776             .036775            1.51                 215           99
1.71          215                1                  128       1         0         4         36864       1           0           0.047369     0.118327    0.041420          0.131064            0.131063           0.50                 254           74
1.63          215                1                  128       1         0         4         36864       1           1           .008515      0.098862    .019015           .022769             .022769            1.63                 215           99
1.51          214                1                  128       1         0         4         40960       0           0           0.059919     NA          0.133521          0.240550            0.240548           0.45                 242           74
1.71          216                1                  128       1         0         4         40960       0           1           .010475      NA          .032378           .041582             .041581            1.71                 216           100
1.55          216                1                  128       1         0         4         40960       1           0           0.033005     0.086654    0.031100          0.168743            0.168742           0.53                 282           56
1.57          216                1                  128       1         0         4         40960       1           1           .010173      0.181319    .023185           .027264             .027264            1.57                 216           99
1.65          213                1                  256       1         0         4         4096        0           0           0.007698     NA          0.025219          0.041624            0.041623           0.08                 51            79
1.66          214                1                  256       1         0         4         4096        0           1           .001232      NA          .003829           .007293             .007293            1.66                 214           99
1.70          214                1                  256       1         0         4         4096        1           0           0.006900     0.015161    0.008499          0.025030            0.025029           0.09                 59            73
1.66          215                1                  256       1         0         4         4096        1           1           .001277      0.021330    .002328           .003638             .003638            1.66                 215           99
1.67          213                1                  256       1         0         4         8192        0           0           0.016801     NA          0.044567          0.076759            0.076758           0.16                 99            77
1.38          213                1                  256       1         0         4         8192        0           1           .002547      NA          .009677           .012320             .012319            1.38                 213           99
1.55          214                1                  256       1         0         4         8192        1           0           0.014051     0.030591    0.015019          0.051572            0.051571           0.19                 115           71
1.52          215                1                  256       1         0         4         8192        1           1           .002422      0.031828    .005874           .007352             .007351            1.52                 215           99
1.44          214                1                  256       1         0         4         12288       0           0           0.026383     NA          0.066827          0.112502            0.112501           0.23                 147           80
1.39          213                1                  256       1         0         4         12288       0           1           .004188      NA          .012536           .020147             .020147            1.39                 213           100
1.41          215                1                  256       1         0         4         12288       1           0           0.023229     0.048900    0.022054          0.074052            0.074051           0.28                 171           74
1.41          214                1                  256       1         0         4         12288       1           1           .003815      0.048465    .008353           .010353             .010352            1.41                 214           100
1.65          214                1                  256       1         0         4         16384       0           0           0.034357     NA          0.103636          0.154980            0.154979           0.32                 194           79
1.45          214                1                  256       1         0         4         16384       0           1           .005577      NA          .018888           .023075             .023075            1.45                 214           99
1.71          214                1                  256       1         0         4         16384       1           0           0.019587     0.047491    0.016155          0.087904            0.087904           0.34                 226           59
1.70          215                1                  256       1         0         4         16384       1           1           .005220      0.138856    .011321           .014210             .014210            1.70                 215           99
1.49          213                1                  256       1         0         4         20480       0           0           0.044222     NA          0.136756          0.198604            0.198603           0.40                 242           82
1.61          213                1                  256       1         0         4         20480       0           1           .007570      NA          .021475           .030996             .030996            1.61                 213           100
1.68          215                1                  256       1         0         4         20480       1           0           0.023488     0.059312    0.021746          0.123302            0.123301           0.44                 282           56
1.77          217                1                  256       1         0         4         20480       1           1           .007152      0.152137    .014197           .017335             .017335            1.77                 217           99
1.47          213                1                  256       1         0         4         24576       0           0           0.054999     NA          0.141668          0.241248            0.241247           0.48                 290           78
1.68          215                1                  256       1         0         4         24576       0           1           .008573      NA          .031531           .038308             .038307            1.68                 215           99
1.71          214                1                  256       1         0         4         24576       1           0           0.049695     0.088887    0.031887          0.149209            0.149208           0.53                 338           72
1.70          214                1                  256       1         0         4         24576       1           1           .008692      0.106474    .017881           .021909             .021909            1.70                 214           99
1.40          213                1                  256       1         0         4         28672       0           0           0.061294     NA          0.155558          0.276327            0.276326           0.57                 338           74
1.52          214                1                  256       1         0         4         28672       0           1           .009746      NA          .032563           .041724             .041724            1.52                 214           100
1.50          216                1                  256       1         0         4         28672       1           0           0.059438     0.135864    0.056470          0.159864            0.159863           0.64                 394           79
1.50          214                1                  256       1         0         4         28672       1           1           .009245      0.153972    .021872           .024485             .024485            1.50                 214           99
1.68          213                1                  256       1         0         4         32768       0           0           0.074631     NA          0.227199          0.330595            0.330595           0.64                 385           83
1.66          214                1                  256       1         0         4         32768       0           1           .011655      NA          .036880           .046321             .046321            1.66                 214           99
1.70          214                1                  256       1         0         4         32768       1           0           0.042076     0.123791    0.045357          0.175025            0.175024           0.68                 449           63
1.50          214                1                  256       1         0         4         32768       1           1           .011157      0.231096    .023729           .028463             .028462            1.50                 214           99
1.68          214                1                  256       1         0         4         36864       0           0           0.084681     NA          0.257708          0.362067            0.362066           0.72                 433           85
1.36          213                1                  256       1         0         4         36864       0           1           .013789      NA          .039413           .051914             .051914            1.36                 213           100
1.55          216                1                  256       1         0         4         36864       1           0           0.079492     0.181046    0.064694          0.199967            0.199966           0.82                 505           79
1.51          215                1                  256       1         0         4         36864       1           1           .011474      0.251741    .027093           .031865             .031865            1.51                 215           100
1.49          215                1                  256       1         0         4         40960       0           0           0.058454     NA          0.196258          0.346190            0.346189           0.74                 481           67
1.52          214                1                  256       1         0         4         40960       0           1           .013788      NA          .044381           .055249             .055249            1.52                 214           100
1.53          216                1                  256       1         0         4         40960       1           0           0.085848     0.182337    0.077900          0.238847            0.238845           0.93                 561           77
1.50          214                1                  256       1         0         4         40960       1           1           .014441      0.149081    .029427           .033998             .033998            1.50                 214           99
1.47          213                1                  512       1         0         4         4096        0           0           0.013281     NA          0.040246          0.078436            0.078435           0.15                 99            74
1.61          214                1                  512       1         0         4         4096        0           1           .001881      NA          .008521           .011746             .011746            1.61                 214           100
1.62          215                1                  512       1         0         4         4096        1           0           0.008005     0.019612    0.008251          0.039873            0.039872           0.16                 115           59
1.50          215                1                  512       1         0         4         4096        1           1           .001907      0.043487    .004362           .005565             .005565            1.50                 215           99
1.62          214                1                  512       1         0         4         8192        0           0           0.026867     NA          0.080326          0.145696            0.145695           0.30                 194           78
1.40          213                1                  512       1         0         4         8192        0           1           .004003      NA          .016500           .020976             .020976            1.40                 213           99
1.65          214                1                  512       1         0         4         8192        1           0           0.026939     0.059415    0.021106          0.084856            0.084855           0.34                 227           74
1.50          214                1                  512       1         0         4         8192        1           1           .003916      0.092989    .009352           .011580             .011580            1.50                 214           99
1.36          214                1                  512       1         0         4         12288       0           0           0.040179     NA          0.138398          0.211627            0.211626           0.44                 290           82
1.65          212                1                  512       1         0         4         12288       0           1           .005812      NA          .024217           .031615             .031615            1.65                 212           99
1.68          215                1                  512       1         0         4         12288       1           0           0.039656     0.097162    0.028887          0.110075            0.110074           0.50                 338           77
1.61          213                1                  512       1         0         4         12288       1           1           .006151      0.081467    .014195           .016954             .016954            1.61                 213           99
1.36          213                1                  512       1         0         4         16384       0           0           0.055461     NA          0.189637          0.243284            0.243283           0.55                 385           89
1.48          213                1                  512       1         0         4         16384       0           1           .007756      NA          .033190           .040184             .040184            1.48                 213           99
1.51          214                1                  512       1         0         4         16384       1           0           0.053260     0.117367    0.035016          0.139200            0.139199           0.64                 449           78
1.51          215                1                  512       1         0         4         16384       1           1           .008017      0.213338    .020147           .023445             .023445            1.51                 215           99
1.44          214                1                  512       1         0         4         20480       0           0           0.044605     NA          0.212495          0.313122            0.313121           0.70                 481           70
1.36          212                1                  512       1         0         4         20480       0           1           .010436      NA          .039741           .049302             .049302            1.36                 212           99
1.60          214                1                  512       1         0         4         20480       1           0           0.065676     0.141155    0.048622          0.191258            0.191257           0.82                 561           77
1.52          215                1                  512       1         0         4         20480       1           1           .009892      0.149530    .023813           .027384             .027383            1.52                 215           99
1.65          214                1                  512       1         0         4         24576       0           0           0.053020     NA          0.211655          0.347089            0.347088           0.80                 576           68
1.47          214                1                  512       1         0         4         24576       0           1           .011577      NA          .046763           .057609             .057609            1.47                 214           99
1.68          215                1                  512       1         0         4         24576       1           0           0.053502     0.128881    0.052638          0.182991            0.182990           0.85                 672           76
1.58          215                1                  512       1         0         4         24576       1           1           .012031      0.150179    .029864           .033433             .033433            1.58                 215           99
1.44          213                1                  512       1         0         4         28672       0           0           0.100171     NA          0.312501          0.462463            0.462462           0.99                 672           83
1.63          214                1                  512       1         0         4         28672       0           1           .014600      NA          .050938           .067316             .067315            1.63                 214           99
1.57          215                1                  512       1         0         4         28672       1           0           0.094573     0.220091    0.067435          0.224972            0.224970           1.10                 784           81
1.69          215                1                  512       1         0         4         28672       1           1           .013455      0.194449    .032939           .038501             .038501            1.69                 215           99
1.67          213                1                  512       1         0         4         32768       0           0           0.071069     NA          0.325034          0.454882            0.454881           1.07                 767           71
1.65          213                1                  512       1         0         4         32768       0           1           .017440      NA          .056583           .078361             .078361            1.65                 213           99
1.46          215                1                  512       1         0         4         32768       1           0           0.104920     0.261994    0.095549          0.276867            0.276865           1.28                 895           82
1.79          213                1                  512       1         0         4         32768       1           1           .015226      0.367339    .039060           .043696             .043696            1.79                 213           99
1.63          214                1                  512       1         0         4         36864       0           0           0.127041     NA          0.311238          0.505073            0.505072           1.18                 863           83
1.62          214                1                  512       1         0         4         36864       0           1           .019079      NA          .063438           .087431             .087431            1.62                 214           99
1.37          214                1                  512       1         0         4         36864       1           0           0.076900     0.247897    0.098785          0.289383            0.289382           1.37                 1007          70
1.61          213                1                  512       1         0         4         36864       1           1           .018133      0.373114    .043839           .049470             .049470            1.61                 213           99
1.66          214                1                  512       1         0         4         40960       0           0           0.089913     NA          0.326005          0.541662            0.541661           1.31                 958           75
1.46          213                1                  512       1         0         4         40960       0           1           .018829      NA          .070388           .089811             .089811            1.46                 213           100
1.47          215                1                  512       1         0         4         40960       1           0           0.135419     0.241211    0.075723          0.320735            0.320734           1.47                 1118          79
1.66          214                1                  512       1         0         4         40960       1           1           .020110      0.260342    .048344           .054028             .054028            1.66                 214           99
