comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.48          229                1                  1         1         0         1         4096        0           0           0.002099     NA          0.016721          0.016230            0.016229           0.02                 7             104
1.42          226                1                  1         1         0         2         4096        0           0           0.002507     NA          0.017142          0.017557            0.017555           0.02                 5             96
1.35          224                1                  1         1         0         3         4096        0           0           0.000979     NA          0.008799          0.011167            0.011166           0.01                 5             87
1.37          221                1                  1         1         0         4         4096        0           0           0.000798     NA          0.006705          0.010917            0.010916           0.02                 5             66
1.38          224                1                  1         1         0         5         4096        0           0           0.000960     NA          0.014027          0.017048            0.017047           0.02                 5             86
1.37          222                1                  1         1         0         6         4096        0           0           0.000541     NA          0.001884          0.002032            0.002031           0.00                 4             116
1.46          227                1                  8         1         0         1         4096        0           0           0.002205     NA          0.015815          0.015590            0.015588           0.03                 5             87
1.43          227                1                  8         1         0         2         4096        0           0           0.002460     NA          0.013446          0.014613            0.014612           0.02                 6             95
1.38          226                1                  8         1         0         3         4096        0           0           0.001015     NA          0.007682          0.012351            0.012350           0.02                 5             69
1.41          225                1                  8         1         0         4         4096        0           0           0.000846     NA          0.008515          0.010170            0.010168           0.02                 5             69
1.42          225                1                  8         1         0         5         4096        0           0           0.001034     NA          0.009503          0.012284            0.012283           0.02                 7             74
1.39          225                1                  8         1         0         6         4096        0           0           0.000620     NA          0.003099          0.003728            0.003727           0.00                 6             100
