comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.95          232                1                  1         1         0         1         512         0           1           .000416      NA          .002045           .003523             .003522            2.95                 232           99
2.94          232                1                  1         1         0         1         1024        0           1           .001113      NA          .003594           .008479             .008478            2.94                 232           99
2.94          232                1                  1         1         0         1         1536        0           1           .001705      NA          .004491           .010799             .010798            2.94                 232           99
2.94          231                1                  1         1         0         1         2048        0           1           .001974      NA          .006070           .016356             .016355            2.94                 231           99
2.94          230                1                  1         1         0         1         2560        0           1           .002419      NA          .006289           .019443             .019441            2.94                 230           99
2.95          231                1                  1         1         0         1         3072        0           1           .003141      NA          .009083           .023077             .023076            2.95                 231           99
2.94          232                1                  1         1         0         1         3584        0           1           .003563      NA          .011003           .030148             .030147            2.94                 232           99
2.94          232                1                  1         1         0         1         4096        0           1           .003880      NA          .010480           .030868             .030867            2.94                 232           99
2.95          232                1                  1         1         0         1         4608        0           1           .004356      NA          .011757           .036167             .036166            2.95                 232           99
2.94          231                1                  1         1         0         1         5120        0           1           .005338      NA          .013277           .039957             .039957            2.94                 231           99
2.94          232                1                  1         1         0         1         5632        0           1           .005162      NA          .014608           .049545             .049545            2.94                 232           99
2.94          231                1                  1         1         0         1         6144        0           1           .006142      NA          .014331           .046665             .046664            2.94                 231           99
2.94          231                1                  1         1         0         1         6656        0           1           .006291      NA          .015917           .056378             .056377            2.94                 231           99
2.95          232                1                  1         1         0         1         7168        0           1           .007850      NA          .018811           .062015             .062014            2.95                 232           99
2.95          230                1                  1         1         0         1         7680        0           1           .008483      NA          .017815           .059674             .059673            2.95                 230           99
2.95          232                1                  1         1         0         1         8192        0           1           .007709      NA          .018770           .069585             .069584            2.95                 232           99
2.93          232                1                  1         1         0         2         512         0           1           .000703      NA          .002099           .004040             .004039            2.93                 232           99
2.92          235                1                  1         1         0         2         1024        0           1           .001122      NA          .003821           .008303             .008302            2.92                 235           99
2.92          231                1                  1         1         0         2         1536        0           1           .001639      NA          .005873           .012545             .012544            2.92                 231           99
2.91          230                1                  1         1         0         2         2048        0           1           .002917      NA          .006179           .016718             .016717            2.91                 230           99
2.91          231                1                  1         1         0         2         2560        0           1           .003520      NA          .008565           .020618             .020617            2.91                 231           99
2.92          231                1                  1         1         0         2         3072        0           1           .003956      NA          .009975           .024510             .024509            2.92                 231           100
2.94          230                1                  1         1         0         2         3584        0           1           .004545      NA          .011912           .028522             .028521            2.94                 230           99
2.93          230                1                  1         1         0         2         4096        0           1           .006251      NA          .013304           .031346             .031345            2.93                 230           99
2.93          231                1                  1         1         0         2         4608        0           1           .006157      NA          .014319           .040106             .040105            2.93                 231           100
2.92          230                1                  1         1         0         2         5120        0           1           .007458      NA          .015835           .040332             .040331            2.92                 230           99
2.93          231                1                  1         1         0         2         5632        0           1           .007216      NA          .016546           .048407             .048406            2.93                 231           99
2.93          231                1                  1         1         0         2         6144        0           1           .008302      NA          .018459           .049177             .049176            2.93                 231           100
2.92          230                1                  1         1         0         2         6656        0           1           .009323      NA          .019690           .049107             .049106            2.92                 230           99
