comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.44          228                1                  8         1         0         1         4096        0           0           0.000887     NA          0.008546          0.014438            0.014437           0.02                 5             65
1.41          227                1                  8         1         0         2         4096        0           0           0.002389     NA          0.013436          0.014801            0.014800           0.02                 7             95
1.41          225                1                  8         1         0         3         4096        0           0           0.001048     NA          0.007511          0.011398            0.011397           0.01                 5             70
1.41          225                1                  8         1         0         4         4096        0           0           0.000546     NA          0.005204          0.008301            0.008301           0.01                 5             75
1.42          226                1                  8         1         0         5         4096        0           0           0.000403     NA          0.004391          0.008782            0.008781           0.02                 5             45
1.41          226                1                  8         1         0         6         4096        0           0           0.000535     NA          0.003207          0.003887            0.003885           0.00                 5             100
1.47          227                1                  64        1         0         1         4096        0           0           0.003346     NA          0.019717          0.016731            0.016731           0.04                 19            90
1.48          227                1                  64        1         0         2         4096        0           0           0.004793     NA          0.018078          0.018644            0.018643           0.03                 21            97
1.43          224                1                  64        1         0         3         4096        0           0           0.002810     NA          0.011654          0.017955            0.017954           0.03                 15            77
1.43          225                1                  64        1         0         4         4096        0           0           0.003633     NA          0.010348          0.016665            0.016664           0.04                 15            69
1.41          230                1                  64        1         0         5         4096        0           0           0.003286     NA          0.013521          0.017983            0.017982           0.04                 19            74
1.39          226                1                  64        1         0         6         4096        0           0           0.000932     NA          0.005122          0.006475            0.006474           0.02                 13            83
