comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          213                1                  1         1         0         1         4096        0           0           0.001823     NA          0.011607          0.009920            0.009919           0.01                 5             106
1.48          213                1                  1         1         0         2         4096        0           0           0.002977     NA          0.011790          0.013768            0.013767           0.02                 5             72
1.63          211                1                  1         1         0         3         4096        0           0           0.002428     NA          0.007476          0.010136            0.010135           0.01                 5             82
1.39          209                1                  1         1         0         4         4096        0           0           0.001259     NA          0.005249          0.009532            0.009531           0.01                 5             66
1.44          212                1                  1         1         0         5         4096        0           0           0.001984     NA          0.009659          0.013199            0.013198           0.02                 5             76
1.61          211                1                  1         1         0         6         4096        0           0           0.000946     NA          0.002471          0.002843            0.002842           0.01                 4             83
1.52          214                1                  8         1         0         1         4096        0           0           0.001189     NA          0.005445          0.007937            0.007936           0.01                 5             66
1.47          213                1                  8         1         0         2         4096        0           0           0.002920     NA          0.010024          0.011877            0.011876           0.02                 6             90
1.36          212                1                  8         1         0         3         4096        0           0           0.002263     NA          0.005734          0.010263            0.010262           0.01                 5             66
1.62          213                1                  8         1         0         4         4096        0           0           0.001427     NA          0.005322          0.009736            0.009735           0.01                 5             72
1.67          213                1                  8         1         0         5         4096        0           0           0.001937     NA          0.006336          0.009107            0.009106           0.02                 5             76
1.59          213                1                  8         1         0         6         4096        0           0           0.001197     NA          0.003051          0.003378            0.003377           0.01                 5             52
