comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.45          213                1                  1         1         0         1         4096        0           0           0.001792     NA          0.008861          0.008864            0.008863           0.02                 5             70
1.67          212                1                  1         1         0         2         4096        0           0           0.002842     NA          0.012245          0.013031            0.013030           0.02                 5             75
1.42          211                1                  1         1         0         3         4096        0           0           0.002385     NA          0.005309          0.009419            0.009418           0.01                 5             75
1.64          208                1                  1         1         0         4         4096        0           0           0.001399     NA          0.004342          0.010667            0.010666           0.02                 5             55
1.34          212                1                  1         1         0         5         4096        0           0           0.001998     NA          0.007883          0.013015            0.013014           0.02                 5             72
1.60          209                1                  1         1         0         6         4096        0           0           0.001213     NA          0.002521          0.001941            0.001940           0.01                 4             100
1.40          214                1                  8         1         0         1         4096        0           0           0.001890     NA          0.010479          0.008806            0.008805           0.01                 5             112
1.63          213                1                  8         1         0         2         4096        0           0           0.002882     NA          0.008966          0.010200            0.010199           0.01                 6             89
1.36          213                1                  8         1         0         3         4096        0           0           0.002357     NA          0.003292          0.008193            0.008192           0.01                 5             57
1.43          213                1                  8         1         0         4         4096        0           0           0.001374     NA          0.005112          0.007629            0.007628           0.01                 5             78
1.63          213                1                  8         1         0         5         4096        0           0           0.002173     NA          0.006302          0.008310            0.008309           0.01                 5             87
1.60          212                1                  8         1         0         6         4096        0           0           0.000967     NA          0.002578          0.002687            0.002686           0.01                 5             68
