comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.48          228                1                  8         1         0         1         4096        0           0           0.002108     NA          0.015749          0.015920            0.015919           0.03                 5             80
1.44          227                1                  8         1         0         2         4096        0           0           0.002472     NA          0.013691          0.014791            0.014790           0.02                 6             87
1.42          226                1                  8         1         0         3         4096        0           0           0.001040     NA          0.007370          0.010159            0.010158           0.01                 5             80
1.40          226                1                  8         1         0         4         4096        0           0           0.000816     NA          0.008232          0.008689            0.008688           0.01                 5             92
1.42          226                1                  8         1         0         5         4096        0           0           0.001057     NA          0.009148          0.012440            0.012439           0.02                 7             69
1.40          224                1                  8         1         0         6         4096        0           0           0.000562     NA          0.002909          0.004030            0.004029           0.00                 5             88
1.48          227                1                  64        1         0         1         4096        0           0           0.003566     NA          0.020530          0.017343            0.017342           0.03                 19            102
1.45          227                1                  64        1         0         2         4096        0           0           0.004805     NA          0.018225          0.018836            0.018835           0.03                 21            92
1.43          226                1                  64        1         0         3         4096        0           0           0.003338     NA          0.011797          0.018593            0.018592           0.04                 15            65
1.39          225                1                  64        1         0         4         4096        0           0           0.001231     NA          0.005464          0.014058            0.014057           0.03                 15            45
1.44          226                1                  64        1         0         5         4096        0           0           0.001273     NA          0.005996          0.016240            0.016240           0.04                 17            45
1.42          224                1                  64        1         0         6         4096        0           0           0.001831     NA          0.004754          0.007218            0.007217           0.02                 13            86
