comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.84          227                1                  1         1         0         4         512         0           0           0.000227     NA          0.001598          0.002223            0.002222           0.00                 5             100
2.93          229                1                  1         1         0         4         512         1           0           0.000109     0.000681    0.000606          0.001986            0.001985           0.01                 4             66
2.85          227                1                  1         1         0         4         1024        0           0           0.000444     NA          0.001947          0.004585            0.004585           0.01                 4             56
2.91          231                1                  1         1         0         4         1024        1           0           0.000274     0.001038    0.000699          0.003030            0.003029           0.01                 4             70
2.86          227                1                  1         1         0         4         1536        0           0           0.001005     NA          0.003436          0.004955            0.004954           0.01                 4             77
2.91          229                1                  1         1         0         4         1536        1           0           0.000618     0.002229    0.001051          0.003720            0.003719           0.01                 6             76
2.85          227                1                  1         1         0         4         2048        0           0           0.001255     NA          0.004119          0.006534            0.006533           0.02                 4             68
2.94          229                1                  1         1         0         4         2048        1           0           0.000582     0.002080    0.000963          0.004175            0.004174           0.01                 4             72
2.85          227                1                  1         1         0         4         2560        0           0           0.001178     NA          0.004023          0.007216            0.007215           0.01                 4             61
2.92          231                1                  1         1         0         4         2560        1           0           0.000663     0.002851    0.001157          0.005417            0.005417           0.01                 4             78
2.84          227                1                  1         1         0         4         3072        0           0           0.002051     NA          0.005900          0.008467            0.008466           0.01                 6             88
2.91          230                1                  1         1         0         4         3072        1           0           0.000768     0.003073    0.001145          0.006012            0.006011           0.02                 4             68
2.85          228                1                  1         1         0         4         3584        0           0           0.002357     NA          0.007029          0.010354            0.010353           0.02                 4             80
2.92          229                1                  1         1         0         4         3584        1           0           0.001538     0.005425    0.001783          0.007349            0.007348           0.02                 5             67
2.84          227                1                  1         1         0         4         4096        0           0           0.002855     NA          0.007492          0.011414            0.011414           0.02                 6             80
2.90          230                1                  1         1         0         4         4096        1           0           0.001321     0.004386    0.001884          0.006626            0.006625           0.01                 6             72
2.91          231                1                  8         1         0         4         512         0           0           0.000291     NA          0.001749          0.002338            0.002337           0.00                 5             85
2.97          231                1                  8         1         0         4         512         1           0           0.000105     0.000723    0.000782          0.001134            0.001132           0.01                 4             72
