comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.58          213                1                  1         1         0         1         4096        0           0           0.001834     NA          0.011544          0.009879            0.009878           0.01                 5             112
1.50          213                1                  1         1         0         2         4096        0           0           0.001895     NA          0.007174          0.012207            0.012206           0.03                 5             43
1.43          212                1                  1         1         0         3         4096        0           0           0.002383     NA          0.007360          0.008760            0.008759           0.01                 5             100
1.45          210                1                  1         1         0         4         4096        0           0           0.001248     NA          0.004493          0.008927            0.008926           0.02                 5             47
1.62          212                1                  1         1         0         5         4096        0           0           0.002323     NA          0.008144          0.012972            0.012971           0.02                 5             64
1.31          210                1                  1         1         0         6         4096        0           0           0.001206     NA          0.002836          0.001958            0.001957           0.01                 4             90
1.68          214                1                  8         1         0         1         4096        0           0           0.001721     NA          0.012019          0.009881            0.009880           0.01                 5             120
1.65          215                1                  8         1         0         2         4096        0           0           0.001838     NA          0.005929          0.009191            0.009191           0.02                 6             60
1.59          212                1                  8         1         0         3         4096        0           0           0.002180     NA          0.005553          0.010435            0.010434           0.03                 5             45
1.78          213                1                  8         1         0         4         4096        0           0           0.001400     NA          0.005311          0.009327            0.009326           0.01                 5             66
1.62          212                1                  8         1         0         5         4096        0           0           0.002216     NA          0.005353          0.010007            0.010006           0.01                 5             70
1.43          212                1                  8         1         0         6         4096        0           0           0.000930     NA          0.002637          0.003480            0.003479           0.01                 5             80
