comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.94          237                1                  0    128       1         0         1         4096        0           0           0.005331     NA          0.104329          0.068677            0.068676           0.11                 39            132
2.95          237                1                  0    128       1         0         1         4096        0           1           .001688      NA          .016347           .013769             .013768            2.95                 237           99
2.91          240                1                  0    128       1         0         2         4096        0           0           0.007992     NA          0.087945          0.077639            0.077638           0.10                 43            114
2.89          235                1                  0    128       1         0         2         4096        0           1           .001858      NA          .015163           .016045             .016045            2.89                 235           99
2.87          240                1                  0    128       1         0         3         4096        0           0           0.008926     NA          0.053895          0.081053            0.081052           0.11                 31            80
2.90          234                1                  0    128       1         0         3         4096        0           1           .002050      NA          .011147           .013985             .013985            2.90                 234           99
2.85          235                1                  0    128       1         0         4         4096        0           0           0.005443     NA          0.049503          0.083945            0.083944           0.12                 31            68
2.84          235                1                  0    128       1         0         4         4096        0           1           .001973      NA          .010070           .012753             .012753            2.84                 235           99
2.89          236                1                  0    128       1         0         5         4096        0           0           0.006619     NA          0.063861          0.085638            0.085637           0.11                 35            84
2.87          235                1                  0    128       1         0         5         4096        0           1           .002080      NA          .012349           .014724             .014724            2.87                 235           99
2.83          234                1                  0    128       1         0         6         4096        0           0           0.004587     NA          0.027638          0.026780            0.026779           0.06                 27            103
2.85          233                1                  0    128       1         0         6         4096        0           1           .001027      NA          .002694           .003683             .003683            2.85                 233           99
2.94          238                1                  1    128       1         0         1         4096        0           0           0.005375     NA          0.109529          0.067749            0.067748           0.10                 39            142
2.93          236                1                  1    128       1         0         1         4096        0           1           .001350      NA          .016485           .014240             .014240            2.93                 236           100
2.90          236                1                  1    128       1         0         2         4096        0           0           0.009670     NA          0.091855          0.083838            0.083837           0.11                 43            110
2.90          236                1                  1    128       1         0         2         4096        0           1           .002053      NA          .014625           .016462             .016462            2.90                 236           99
2.87          235                1                  1    128       1         0         3         4096        0           0           0.008510     NA          0.056380          0.081578            0.081577           0.11                 31            81
2.89          234                1                  1    128       1         0         3         4096        0           1           .001997      NA          .012975           .014755             .014755            2.89                 234           99
2.84          233                1                  1    128       1         0         4         4096        0           0           0.007336     NA          0.059974          0.087277            0.087276           0.12                 31            80
2.87          234                1                  1    128       1         0         4         4096        0           1           .002393      NA          .009905           .013539             .013539            2.87                 234           99
2.87          236                1                  1    128       1         0         5         4096        0           0           0.008381     NA          0.073239          0.086964            0.086963           0.12                 35            91
2.87          236                1                  1    128       1         0         5         4096        0           1           .002316      NA          .012315           .014280             .014279            2.87                 236           100
2.84          233                1                  1    128       1         0         6         4096        0           0           0.004245     NA          0.028850          0.023419            0.023418           0.05                 27            112
2.83          233                1                  1    128       1         0         6         4096        0           1           .001048      NA          .002746           .003685             .003685            2.83                 233           100
