comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          228                1                  64        1         0         1         512         0           0           0.000370     NA          0.003168          0.002989            0.002987           0.00                 5             85
1.47          229                1                  64        1         0         1         1024        0           0           0.000874     NA          0.006661          0.005944            0.005943           0.02                 7             76
1.48          228                1                  64        1         0         1         1536        0           0           0.001222     NA          0.008521          0.007576            0.007575           0.02                 9             87
1.45          228                1                  64        1         0         1         2048        0           0           0.001678     NA          0.010723          0.009723            0.009721           0.02                 11            100
1.48          228                1                  64        1         0         1         2560        0           0           0.002121     NA          0.013989          0.012842            0.012840           0.03                 13            87
1.48          228                1                  64        1         0         1         3072        0           0           0.002571     NA          0.016682          0.015371            0.015370           0.02                 15            103
1.49          228                1                  64        1         0         1         3584        0           0           0.002931     NA          0.018485          0.015873            0.015872           0.03                 17            106
1.45          227                1                  64        1         0         1         4096        0           0           0.002553     NA          0.016872          0.018843            0.018842           0.03                 19            84
1.47          230                1                  64        1         0         1         4608        0           0           0.003944     NA          0.021825          0.021155            0.021154           0.04                 21            89
1.47          228                1                  64        1         0         1         5120        0           0           0.004332     NA          0.023565          0.021881            0.021880           0.05                 23            96
1.48          227                1                  64        1         0         1         5632        0           0           0.004026     NA          0.027120          0.023563            0.023562           0.04                 25            106
1.47          227                1                  64        1         0         1         6144        0           0           0.004535     NA          0.031141          0.024345            0.024345           0.04                 27            112
1.45          228                1                  64        1         0         1         6656        0           0           0.004948     NA          0.028892          0.027677            0.027676           0.05                 29            101
1.50          227                1                  64        1         0         1         7168        0           0           0.005215     NA          0.033644          0.030691            0.030690           0.06                 31            96
1.49          227                1                  64        1         0         1         7680        0           0           0.005736     NA          0.032697          0.031691            0.031690           0.06                 33            92
1.48          228                1                  64        1         0         1         8192        0           0           0.005910     NA          0.037204          0.033668            0.033667           0.06                 35            103
1.44          227                1                  64        1         0         2         512         0           0           0.000201     NA          0.002726          0.004663            0.004662           0.01                 6             41
1.48          228                1                  64        1         0         2         1024        0           0           0.001218     NA          0.005527          0.007494            0.007493           0.01                 8             85
1.45          227                1                  64        1         0         2         1536        0           0           0.001739     NA          0.008162          0.008611            0.008610           0.01                 10            94
1.47          228                1                  64        1         0         2         2048        0           0           0.002371     NA          0.010190          0.010925            0.010924           0.02                 12            100
1.46          227                1                  64        1         0         2         2560        0           0           0.003096     NA          0.013360          0.013599            0.013598           0.03                 16            88
1.47          228                1                  64        1         0         2         3072        0           0           0.002594     NA          0.012000          0.013087            0.013086           0.02                 17            95
1.44          226                1                  64        1         0         2         3584        0           0           0.001845     NA          0.012717          0.014740            0.014740           0.03                 19            74
1.45          227                1                  64        1         0         2         4096        0           0           0.004678     NA          0.019090          0.020102            0.020102           0.03                 21            100
1.48          228                1                  64        1         0         2         4608        0           0           0.005025     NA          0.020336          0.021943            0.021942           0.04                 24            87
1.47          228                1                  64        1         0         2         5120        0           0           0.005744     NA          0.023083          0.024814            0.024814           0.04                 26            95
1.46          228                1                  64        1         0         2         5632        0           0           0.006398     NA          0.025403          0.025095            0.025094           0.04                 28            100
1.44          226                1                  64        1         0         2         6144        0           0           0.007098     NA          0.026401          0.027857            0.027856           0.06                 30            93
1.47          227                1                  64        1         0         2         6656        0           0           0.003502     NA          0.020573          0.023118            0.023117           0.04                 33            77
1.47          226                1                  64        1         0         2         7168        0           0           0.008374     NA          0.032488          0.030910            0.030909           0.06                 35            101
1.46          227                1                  64        1         0         2         7680        0           0           0.008440     NA          0.034947          0.033701            0.033701           0.06                 37            103
1.48          228                1                  64        1         0         2         8192        0           0           0.008885     NA          0.033826          0.033415            0.033414           0.06                 39            100
1.40          226                1                  64        1         0         3         512         0           0           0.000330     NA          0.002035          0.004172            0.004171           0.01                 5             56
1.44          225                1                  64        1         0         3         1024        0           0           0.000767     NA          0.003434          0.007568            0.007567           0.01                 6             71
1.39          226                1                  64        1         0         3         1536        0           0           0.001113     NA          0.005378          0.008521            0.008520           0.01                 8             76
1.43          226                1                  64        1         0         3         2048        0           0           0.001787     NA          0.006999          0.011663            0.011662           0.03                 11            70
1.42          225                1                  64        1         0         3         2560        0           0           0.002113     NA          0.008282          0.012373            0.012372           0.02                 11            83
1.43          225                1                  64        1         0         3         3072        0           0           0.002310     NA          0.008500          0.013724            0.013723           0.03                 12            72
1.39          226                1                  64        1         0         3         3584        0           0           0.003024     NA          0.011216          0.016286            0.016285           0.03                 14            80
1.43          226                1                  64        1         0         3         4096        0           0           0.003381     NA          0.011321          0.018111            0.018110           0.04                 15            72
1.43          225                1                  64        1         0         3         4608        0           0           0.003574     NA          0.014618          0.020289            0.020288           0.03                 17            84
1.43          225                1                  64        1         0         3         5120        0           0           0.004182     NA          0.015755          0.020398            0.020397           0.04                 18            86
1.44          225                1                  64        1         0         3         5632        0           0           0.004121     NA          0.016135          0.023215            0.023215           0.04                 20            82
1.43          225                1                  64        1         0         3         6144        0           0           0.004807     NA          0.017541          0.027109            0.027108           0.05                 21            75
1.42          226                1                  64        1         0         3         6656        0           0           0.005594     NA          0.018964          0.027663            0.027662           0.05                 23            83
1.42          225                1                  64        1         0         3         7168        0           0           0.005386     NA          0.020776          0.030069            0.030068           0.05                 24            80
1.41          226                1                  64        1         0         3         7680        0           0           0.005691     NA          0.022320          0.032717            0.032716           0.07                 26            75
1.41          226                1                  64        1         0         3         8192        0           0           0.006540     NA          0.019103          0.031470            0.031469           0.07                 27            74
1.41          226                1                  64        1         0         4         512         0           0           0.000144     NA          0.001532          0.003385            0.003384           0.01                 5             60
1.43          225                1                  64        1         0         4         1024        0           0           0.000784     NA          0.003378          0.005513            0.005512           0.01                 6             69
1.40          224                1                  64        1         0         4         1536        0           0           0.000916     NA          0.003194          0.007233            0.007232           0.01                 8             69
1.42          226                1                  64        1         0         4         2048        0           0           0.001687     NA          0.005365          0.009851            0.009850           0.02                 9             70
1.42          225                1                  64        1         0         4         2560        0           0           0.002049     NA          0.007004          0.011310            0.011309           0.02                 11            81
1.40          226                1                  64        1         0         4         3072        0           0           0.002369     NA          0.008959          0.011957            0.011956           0.02                 12            88
1.42          226                1                  64        1         0         4         3584        0           0           0.002780     NA          0.008545          0.012670            0.012670           0.02                 14            81
1.42          224                1                  64        1         0         4         4096        0           0           0.003335     NA          0.011089          0.015119            0.015118           0.03                 15            87
1.42          226                1                  64        1         0         4         4608        0           0           0.002782     NA          0.008794          0.016066            0.016065           0.03                 17            66
1.41          225                1                  64        1         0         4         5120        0           0           0.003913     NA          0.013959          0.019536            0.019536           0.04                 20            87
1.42          225                1                  64        1         0         4         5632        0           0           0.004609     NA          0.014001          0.021201            0.021200           0.04                 20            80
1.40          225                1                  64        1         0         4         6144        0           0           0.004777     NA          0.015363          0.021894            0.021893           0.04                 21            80
1.43          226                1                  64        1         0         4         6656        0           0           0.002564     NA          0.008400          0.025728            0.025727           0.05                 23            50
1.42          225                1                  64        1         0         4         7168        0           0           0.005287     NA          0.017922          0.026399            0.026398           0.06                 24            75
1.42          226                1                  64        1         0         4         7680        0           0           0.005691     NA          0.018174          0.030012            0.030011           0.05                 26            79
1.43          226                1                  64        1         0         4         8192        0           0           0.006241     NA          0.020463          0.028711            0.028710           0.06                 27            79
1.43          226                1                  64        1         0         5         512         0           0           0.000373     NA          0.002141          0.004756            0.004755           0.01                 5             63
1.42          225                1                  64        1         0         5         1024        0           0           0.000801     NA          0.004152          0.006782            0.006781           0.01                 7             76
1.44          226                1                  64        1         0         5         1536        0           0           0.001274     NA          0.005822          0.010980            0.010979           0.02                 9             51
1.43          226                1                  64        1         0         5         2048        0           0           0.001727     NA          0.007644          0.012634            0.012633           0.02                 10            70
1.44          226                1                  64        1         0         5         2560        0           0           0.001947     NA          0.009489          0.012717            0.012716           0.02                 12            83
1.41          225                1                  64        1         0         5         3072        0           0           0.002404     NA          0.010823          0.013862            0.013861           0.03                 14            74
1.42          225                1                  64        1         0         5         3584        0           0           0.002844     NA          0.013433          0.016541            0.016541           0.03                 16            85
1.44          226                1                  64        1         0         5         4096        0           0           0.003389     NA          0.013387          0.017433            0.017433           0.03                 17            88
1.43          226                1                  64        1         0         5         4608        0           0           0.003818     NA          0.015572          0.020007            0.020006           0.03                 19            86
1.43          226                1                  64        1         0         5         5120        0           0           0.004034     NA          0.016799          0.023098            0.023097           0.04                 21            84
1.43          226                1                  64        1         0         5         5632        0           0           0.004342     NA          0.019447          0.024803            0.024802           0.05                 24            82
1.42          226                1                  64        1         0         5         6144        0           0           0.005014     NA          0.018605          0.023462            0.023462           0.04                 24            85
1.44          226                1                  64        1         0         5         6656        0           0           0.005747     NA          0.022030          0.027215            0.027214           0.05                 26            90
1.43          225                1                  64        1         0         5         7168        0           0           0.005980     NA          0.023832          0.029904            0.029903           0.05                 28            87
1.43          226                1                  64        1         0         5         7680        0           0           0.005818     NA          0.024251          0.029522            0.029521           0.06                 30            81
1.43          226                1                  64        1         0         5         8192        0           0           0.006314     NA          0.026298          0.034614            0.034613           0.06                 31            87
1.43          226                1                  64        1         0         6         512         0           0           0.000187     NA          0.001293          0.002009            0.002008           0.00                 5             83
1.44          225                1                  64        1         0         6         1024        0           0           0.000472     NA          0.001655          0.002992            0.002991           0.01                 6             47
1.43          226                1                  64        1         0         6         1536        0           0           0.000723     NA          0.002311          0.002750            0.002749           0.01                 9             72
1.39          226                1                  64        1         0         6         2048        0           0           0.000897     NA          0.002970          0.004019            0.004018           0.01                 8             80
1.44          226                1                  64        1         0         6         2560        0           0           0.001063     NA          0.003374          0.004869            0.004867           0.02                 10            70
1.43          224                1                  64        1         0         6         3072        0           0           0.001313     NA          0.004223          0.006035            0.006034           0.01                 11            88
1.44          224                1                  64        1         0         6         3584        0           0           0.001479     NA          0.004776          0.006932            0.006931           0.02                 12            80
1.44          226                1                  64        1         0         6         4096        0           0           0.001697     NA          0.004966          0.006309            0.006309           0.02                 13            76
1.44          226                1                  64        1         0         6         4608        0           0           0.001513     NA          0.005678          0.007431            0.007430           0.02                 15            91
1.42          225                1                  64        1         0         6         5120        0           0           0.002078     NA          0.006288          0.009190            0.009189           0.02                 16            88
1.41          225                1                  64        1         0         6         5632        0           0           0.001736     NA          0.007147          0.009584            0.009583           0.03                 17            77
1.43          224                1                  64        1         0         6         6144        0           0           0.001673     NA          0.006025          0.008089            0.008088           0.03                 18            76
1.42          226                1                  64        1         0         6         6656        0           0           0.002778     NA          0.006576          0.010084            0.010083           0.03                 20            84
1.42          226                1                  64        1         0         6         7168        0           0           0.003137     NA          0.007953          0.009091            0.009090           0.03                 21            96
1.44          225                1                  64        1         0         6         7680        0           0           0.002458     NA          0.007867          0.010795            0.010795           0.04                 22            80
1.44          226                1                  64        1         0         6         8192        0           0           0.002906     NA          0.008877          0.010920            0.010919           0.04                 23            81
1.50          231                1                  128       1         0         1         512         0           0           0.000669     NA          0.004735          0.004901            0.004900           0.01                 7             109
1.52          232                1                  128       1         0         1         1024        0           0           0.001398     NA          0.008911          0.007870            0.007869           0.01                 11            100
1.51          231                1                  128       1         0         1         1536        0           0           0.002055     NA          0.012878          0.011974            0.011973           0.02                 15            103
1.51          233                1                  128       1         0         1         2048        0           0           0.002813     NA          0.018868          0.016290            0.016290           0.04                 19            93
1.52          232                1                  128       1         0         1         2560        0           0           0.002887     NA          0.017150          0.018306            0.018305           0.04                 25            95
1.52          232                1                  128       1         0         1         3072        0           0           0.004003     NA          0.019037          0.019241            0.019240           0.04                 29            97
1.51          233                1                  128       1         0         1         3584        0           0           0.004838     NA          0.027139          0.026549            0.026548           0.06                 31            91
1.50          233                1                  128       1         0         1         4096        0           0           0.005021     NA          0.030073          0.028336            0.028335           0.06                 37            100
1.52          232                1                  128       1         0         1         4608        0           0           0.005680     NA          0.029809          0.029981            0.029980           0.06                 39            101
1.51          232                1                  128       1         0         1         5120        0           0           0.006111     NA          0.032711          0.031134            0.031133           0.08                 43            95
1.52          233                1                  128       1         0         1         5632        0           0           0.006444     NA          0.039162          0.032024            0.032024           0.08                 47            101
1.49          231                1                  128       1         0         1         6144        0           0           0.007325     NA          0.027155          0.029229            0.029228           0.07                 51            96
1.52          231                1                  128       1         0         1         6656        0           0           0.006607     NA          0.029139          0.030807            0.030806           0.08                 55            94
1.52          233                1                  128       1         0         1         7168        0           0           0.005135     NA          0.032106          0.034721            0.034720           0.09                 59            90
1.53          237                1                  128       1         0         1         7680        0           0           0.005774     NA          0.031702          0.031067            0.031066           0.08                 63            101
1.51          232                1                  128       1         0         1         8192        0           0           0.004197     NA          0.031764          0.031646            0.031645           0.08                 67            100
1.48          231                1                  128       1         0         2         512         0           0           0.000807     NA          0.004727          0.006607            0.006606           0.01                 8             63
1.50          231                1                  128       1         0         2         1024        0           0           0.001210     NA          0.007612          0.010368            0.010367           0.02                 12            80
1.49          231                1                  128       1         0         2         1536        0           0           0.001825     NA          0.010787          0.013757            0.013756           0.03                 17            80
1.49          232                1                  128       1         0         2         2048        0           0           0.003323     NA          0.016022          0.016033            0.016033           0.04                 21            92
1.47          231                1                  128       1         0         2         2560        0           0           0.004174     NA          0.018968          0.020163            0.020163           0.04                 26            97
1.49          232                1                  128       1         0         2         3072        0           0           0.005069     NA          0.023936          0.024033            0.024032           0.05                 30            100
1.47          232                1                  128       1         0         2         3584        0           0           0.006066     NA          0.026303          0.025631            0.025630           0.05                 35            100
1.47          231                1                  128       1         0         2         4096        0           0           0.006137     NA          0.027051          0.027917            0.027917           0.06                 39            98
1.50          231                1                  128       1         0         2         4608        0           0           0.007148     NA          0.028080          0.033483            0.033483           0.07                 44            93
1.48          231                1                  128       1         0         2         5120        0           0           0.007684     NA          0.034767          0.038234            0.038233           0.08                 48            92
1.51          232                1                  128       1         0         2         5632        0           0           0.008390     NA          0.023327          0.030803            0.030802           0.07                 53            89
1.49          233                1                  128       1         0         2         6144        0           0           0.009412     NA          0.028649          0.033771            0.033770           0.08                 57            94
1.48          232                1                  128       1         0         2         6656        0           0           0.008792     NA          0.029643          0.034623            0.034622           0.08                 62            94
1.48          231                1                  128       1         0         2         7168        0           0           0.007103     NA          0.033558          0.034860            0.034859           0.09                 66            98
1.48          231                1                  128       1         0         2         7680        0           0           0.005925     NA          0.034375          0.039600            0.039600           0.09                 71            94
1.48          232                1                  128       1         0         2         8192        0           0           0.006413     NA          0.033627          0.037760            0.037759           0.09                 75            95
1.45          230                1                  128       1         0         3         512         0           0           0.000623     NA          0.002888          0.006050            0.006049           0.01                 6             64
1.43          231                1                  128       1         0         3         1024        0           0           0.000641     NA          0.003427          0.008898            0.008897           0.02                 9             46
1.47          230                1                  128       1         0         3         1536        0           0           0.002082     NA          0.007094          0.012971            0.012970           0.03                 12            64
1.46          229                1                  128       1         0         3         2048        0           0           0.002523     NA          0.009103          0.013757            0.013757           0.03                 15            87
1.46          230                1                  128       1         0         3         2560        0           0           0.003181     NA          0.012412          0.015802            0.015801           0.03                 18            92
1.46          229                1                  128       1         0         3         3072        0           0           0.003604     NA          0.012147          0.019934            0.019933           0.05                 21            76
1.46          229                1                  128       1         0         3         3584        0           0           0.004295     NA          0.015217          0.027911            0.027910           0.06                 24            73
1.47          231                1                  128       1         0         3         4096        0           0           0.004837     NA          0.015542          0.030541            0.030540           0.07                 27            72
1.46          233                1                  128       1         0         3         4608        0           0           0.005792     NA          0.017785          0.029879            0.029878           0.07                 30            78
1.48          229                1                  128       1         0         3         5120        0           0           0.005748     NA          0.020310          0.032781            0.032780           0.07                 33            81
1.44          230                1                  128       1         0         3         5632        0           0           0.003293     NA          0.012595          0.026437            0.026436           0.08                 36            55
1.46          230                1                  128       1         0         3         6144        0           0           0.006913     NA          0.015034          0.032543            0.032542           0.08                 39            77
1.45          230                1                  128       1         0         3         6656        0           0           0.007469     NA          0.016271          0.030092            0.030091           0.09                 42            79
1.44          230                1                  128       1         0         3         7168        0           0           0.006086     NA          0.013721          0.032600            0.032599           0.08                 45            76
1.45          229                1                  128       1         0         3         7680        0           0           0.004337     NA          0.019142          0.034981            0.034981           0.09                 48            63
1.44          230                1                  128       1         0         3         8192        0           0           0.004576     NA          0.018528          0.037169            0.037168           0.09                 51            78
1.42          229                1                  128       1         0         4         512         0           0           0.000675     NA          0.002823          0.005788            0.005787           0.01                 6             83
1.46          229                1                  128       1         0         4         1024        0           0           0.001277     NA          0.005071          0.009593            0.009592           0.02                 9             62
1.41          230                1                  128       1         0         4         1536        0           0           0.001854     NA          0.007410          0.012582            0.012581           0.02                 12            78
1.46          230                1                  128       1         0         4         2048        0           0           0.000919     NA          0.004803          0.012786            0.012785           0.03                 15            54
1.45          230                1                  128       1         0         4         2560        0           0           0.001578     NA          0.007537          0.018062            0.018061           0.05                 18            54
1.45          230                1                  128       1         0         4         3072        0           0           0.003447     NA          0.012194          0.022655            0.022655           0.05                 21            78
1.47          229                1                  128       1         0         4         3584        0           0           0.003016     NA          0.013471          0.022159            0.022158           0.06                 24            73
1.43          230                1                  128       1         0         4         4096        0           0           0.004665     NA          0.016445          0.024290            0.024289           0.05                 29            84
1.46          229                1                  128       1         0         4         4608        0           0           0.005340     NA          0.018707          0.027148            0.027147           0.06                 30            86
1.45          230                1                  128       1         0         4         5120        0           0           0.005664     NA          0.019459          0.031737            0.031737           0.07                 33            82
1.45          230                1                  128       1         0         4         5632        0           0           0.005996     NA          0.015031          0.031023            0.031022           0.07                 36            78
1.45          230                1                  128       1         0         4         6144        0           0           0.007031     NA          0.015808          0.029045            0.029044           0.07                 39            83
1.45          231                1                  128       1         0         4         6656        0           0           0.006957     NA          0.015260          0.034957            0.034956           0.09                 42            72
1.44          229                1                  128       1         0         4         7168        0           0           0.003093     NA          0.015178          0.032179            0.032178           0.09                 45            60
