comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.62          217                1                  0    1        256       0         1         0         1         0         0         25000            40960       0           0           0.010037     NA          0.443486          0.418563            0.418562           0.56                 638           99
0.02          3                  1                  0    1        256       0         1         0         1         0         0         25000            40960       0           1           .002082      NA          .086280           .069065             .069065            .100000              639           645
1.63          217                1                  0    1        256       0         1         0         1         0         0         24000            40960       0           0           0.015008     NA          0.564021          0.428835            0.428834           0.58                 638           122
0.02          3                  1                  0    1        256       0         1         0         1         0         0         24000            40960       0           1           .002099      NA          .088444           .073064             .073063            .098333              639           663
1.47          215                1                  0    1        256       0         1         0         1         0         0         23000            40960       0           0           0.014918     NA          0.602835          0.460293            0.460292           0.61                 638           122
0.02          3                  1                  0    1        256       0         1         0         1         0         0         23000            40960       0           1           .002237      NA          .092446           .079576             .079576            .108333              638           636
1.64          216                1                  0    1        256       0         1         0         1         0         0         22000            40960       0           0           0.014815     NA          0.484229          0.443461            0.443460           0.59                 638           106
0.01          3                  1                  0    1        256       0         1         0         1         0         0         22000            40960       0           1           .002362      NA          .090392           .075712             .075712            .101666              638           665
1.52          215                1                  0    1        256       0         1         0         1         0         0         21000            40960       0           0           0.015027     NA          0.529363          0.495841            0.495840           0.64                 638           104
0.02          3                  1                  0    1        256       0         1         0         1         0         0         21000            40960       0           1           .002152      NA          .088538           .075028             .075028            .103333              642           634
1.71          215                1                  0    1        256       0         1         0         1         0         0         20000            40960       0           0           0.010064     NA          0.421796          0.465155            0.465154           0.61                 638           88
0.01          3                  1                  0    1        256       0         1         0         1         0         0         20000            40960       0           1           .002229      NA          .086195           .066964             .066964            .095000              638           687
1.37          217                1                  0    1        256       0         1         0         1         0         0         19000            40960       0           0           0.015021     NA          0.564869          0.457897            0.457896           0.61                 638           116
0.01          3                  1                  0    1        256       0         1         0         1         0         0         19000            40960       0           1           .002222      NA          .086716           .075880             .075880            .101666              638           639
1.47          216                1                  0    1        256       0         1         0         1         0         0         18000            40960       0           0           0.014879     NA          0.592248          0.483714            0.483714           0.63                 638           116
0.02          3                  1                  0    1        256       0         1         0         1         0         0         18000            40960       0           1           .002231      NA          .086636           .074018             .074017            .100000              638           648
1.37          216                1                  0    1        256       0         1         0         1         0         0         17000            40960       0           0           0.010017     NA          0.424538          0.408922            0.408921           0.56                 638           98
0.02          3                  1                  0    1        256       0         1         0         1         0         0         17000            40960       0           1           .002354      NA          .089962           .079153             .079152            .108333              638           621
1.62          215                1                  0    1        256       0         1         0         1         0         0         16000            40960       0           0           0.015002     NA          0.535274          0.422995            0.422995           0.57                 638           118
