comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.92          235                1                  0    1        128       0         1         0         1         0         0         40960       0           0           0.016106     NA          0.593702          1.351336            1.351335           1.46                 321           47
0.02          3                  1                  0    1        128       0         1         0         1         0         0         40960       0           1           .003295      NA          .165112           .856314             .856314            .938333              321           120
0.02          3                  1                  0    1        128       0         1         0         1         0         0         40960       0           2           .001670      NA          .067969           .863961             .863961            .992777              321           141
2.89          234                1                  0    1        128       0         1         0         2         0         0         40960       0           0           0.022415     NA          0.467703          1.425491            1.425490           1.55                 322           37
0.02          3                  1                  0    1        128       0         1         0         2         0         0         40960       0           1           .005484      NA          .110868           .719405             .719405            .791666              322           103
0.02          3                  1                  0    1        128       0         1         0         2         0         0         40960       0           2           .002165      NA          .046693           .675402             .675402            .814444              326           124
2.86          234                1                  0    1        128       0         1         0         3         0         0         40960       0           0           0.014242     NA          0.345341          1.419669            1.419667           1.52                 203           29
0.03          3                  1                  0    1        128       0         1         0         3         0         0         40960       0           1           .003100      NA          .088500           .555204             .555203            .621666              321           110
0.02          3                  1                  0    1        128       0         1         0         3         0         0         40960       0           2           .001063      NA          .042059           .557875             .557875            .645555              322           141
2.89          233                1                  0    1        128       0         1         0         4         0         0         40960       0           0           0.014126     NA          0.351899          1.272210            1.272209           1.38                 202           32
0.02          3                  1                  0    1        128       0         1         0         4         0         0         40960       0           1           .002811      NA          .084813           .554362             .554361            .628333              281           102
0.02          3                  1                  0    1        128       0         1         0         4         0         0         40960       0           2           .001097      NA          .036456           .527102             .527102            .651666              281           124
2.86          233                1                  0    1        128       0         1         0         5         0         0         40960       0           0           0.014295     NA          0.369965          1.393943            1.393942           1.50                 243           31
0.03          3                  1                  0    1        128       0         1         0         5         0         0         40960       0           1           .002998      NA          .089339           .582530             .582530            .685000              282           98
0.02          3                  1                  0    1        128       0         1         0         5         0         0         40960       0           2           .001100      NA          .042354           .525535             .525535            .690555              281           132
2.81          233                1                  0    1        128       0         1         0         6         0         0         40960       0           0           0.007192     NA          0.131856          0.467410            0.467409           0.57                 163           40
0.02          3                  1                  0    1        128       0         1         0         6         0         0         40960       0           1           .000820      NA          .030014           .141498             .141498            .171666              163           179
0.02          3                  1                  0    1        128       0         1         0         6         0         0         40960       0           2           .000313      NA          .015062           .138337             .138337            .187777              167           219
2.90          233                1                  0    2        128       0         1         0         1         0         0         40960       0           0           .008075      NA          .335146           1.077359            1.077358           1.135000             320           68
0.02          3                  1                  0    2        128       0         1         0         1         0         0         40960       0           1           .002379      NA          .096448           .802425             .802424            .930833              320           142
0.02          3                  1                  0    2        128       0         1         0         1         0         0         40960       0           2           .000840      NA          .036954           .840759             .840759            .989722              320           151
2.88          234                1                  0    2        128       0         1         0         2         0         0         40960       0           0           .011270      NA          .257841           1.243525            1.243524           1.310000             321           47
0.02          3                  1                  0    2        128       0         1         0         2         0         0         40960       0           1           .003732      NA          .068770           .672341             .672341            .763333              321           131
0.02          3                  1                  0    2        128       0         1         0         2         0         0         40960       0           2           .001104      NA          .026745           .662774             .662774            .825833              321           138
2.86          233                1                  0    2        128       0         1         0         3         0         0         40960       0           0           .007132      NA          .179916           1.239058            1.239058           1.305000             202           35
0.02          3                  1                  0    2        128       0         1         0         3         0         0         40960       0           1           .001599      NA          .056097           .510914             .510914            .627500              321           132
0.02          3                  1                  0    2        128       0         1         0         3         0         0         40960       0           2           .000556      NA          .023247           .506371             .506371            .653611              321           151
2.86          234                1                  0    2        128       0         1         0         4         0         0         40960       0           0           .007102      NA          .179599           1.146555            1.146554           1.205000             201           38
0.02          3                  1                  0    2        128       0         1         0         4         0         0         40960       0           1           .001623      NA          .050553           .527650             .527650            .634166              280           119
0.02          3                  1                  0    2        128       0         1         0         4         0         0         40960       0           2           .000538      NA          .021027           .519297             .519297            .650277              280           140
2.87          233                1                  0    2        128       0         1         0         5         0         0         40960       0           0           .007132      NA          .189733           1.205011            1.205011           1.280000             242           37
0.02          3                  1                  0    2        128       0         1         0         5         0         0         40960       0           1           .001655      NA          .061036           .539857             .539857            .611666              281           145
0.02          3                  1                  0    2        128       0         1         0         5         0         0         40960       0           2           .000557      NA          .023898           .510832             .510832            .663611              281           153
2.83          232                1                  0    2        128       0         1         0         6         0         0         40960       0           0           .003617      NA          .074033           .414505             .414505            .465000              162           51
0.02          3                  1                  0    2        128       0         1         0         6         0         0         40960       0           1           .000458      NA          .020489           .134021             .134021            .175833              163           217
0.02          3                  1                  0    2        128       0         1         0         6         0         0         40960       0           2           .000156      NA          .008221           .111224             .111224            8.333333             163           5
