comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.48          214                1                  1         1         0         1         4096        0           0           0.001746     NA          0.008232          0.008869            0.008868           0.01                 5             88
1.35          212                1                  1         1         0         2         4096        0           0           0.002942     NA          0.012177          0.014050            0.014049           0.03                 5             61
1.61          212                1                  1         1         0         3         4096        0           0           0.001996     NA          0.006353          0.009180            0.009179           0.01                 5             75
1.41          208                1                  1         1         0         4         4096        0           0           0.001392     NA          0.004626          0.008500            0.008499           0.01                 5             76
1.44          212                1                  1         1         0         5         4096        0           0           0.002081     NA          0.009392          0.011735            0.011734           0.01                 5             88
1.42          209                1                  1         1         0         6         4096        0           0           0.001323     NA          0.002599          0.002527            0.002526           0.00                 4             100
1.51          215                1                  8         1         0         1         4096        0           0           0.001804     NA          0.009778          0.009205            0.009204           0.01                 5             106
1.50          215                1                  8         1         0         2         4096        0           0           0.003034     NA          0.009892          0.011020            0.011019           0.01                 6             94
1.64          212                1                  8         1         0         3         4096        0           0           0.002014     NA          0.005710          0.009593            0.009592           0.01                 5             75
1.45          212                1                  8         1         0         4         4096        0           0           0.001248     NA          0.004304          0.008131            0.008130           0.02                 5             54
1.62          213                1                  8         1         0         5         4096        0           0           0.002290     NA          0.006017          0.009672            0.009671           0.02                 5             65
1.47          213                1                  8         1         0         6         4096        0           0           0.000974     NA          0.003239          0.003138            0.003137           0.01                 5             110
