comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          228                1                  1         1         0         1         4096        0           0           0.001544     NA          0.013657          0.015108            0.015108           0.03                 5             70
1.44          226                1                  1         1         0         2         4096        0           0           0.002483     NA          0.017479          0.017658            0.017657           0.03                 5             84
1.39          224                1                  1         1         0         3         4096        0           0           0.001060     NA          0.009163          0.013003            0.013002           0.02                 5             65
1.38          222                1                  1         1         0         4         4096        0           0           0.000761     NA          0.007037          0.009970            0.009969           0.02                 5             63
1.40          223                1                  1         1         0         5         4096        0           0           0.001048     NA          0.014402          0.017505            0.017504           0.02                 5             90
1.38          223                1                  1         1         0         6         4096        0           0           0.000216     NA          0.001204          0.001943            0.001943           0.01                 4             46
1.43          228                1                  8         1         0         1         4096        0           0           0.002206     NA          0.015982          0.016869            0.016867           0.03                 5             75
1.45          227                1                  8         1         0         2         4096        0           0           0.002414     NA          0.014549          0.015857            0.015856           0.02                 6             95
1.42          225                1                  8         1         0         3         4096        0           0           0.001083     NA          0.007922          0.013851            0.013850           0.02                 5             51
1.38          226                1                  8         1         0         4         4096        0           0           0.000813     NA          0.008916          0.010711            0.010710           0.01                 5             87
1.41          226                1                  8         1         0         5         4096        0           0           0.001019     NA          0.009729          0.012783            0.012782           0.01                 5             78
1.37          225                1                  8         1         0         6         4096        0           0           0.000530     NA          0.003152          0.004415            0.004414           0.01                 6             80
