comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.51          215                1                  8         1         0         1         4096        0           0           0.001133     NA          0.005945          0.009503            0.009502           0.01                 5             66
1.82          214                1                  8         1         0         2         4096        0           0           0.002851     NA          0.009678          0.010508            0.010506           0.01                 6             88
1.65          212                1                  8         1         0         3         4096        0           0           0.002251     NA          0.005428          0.007034            0.007033           0.01                 5             85
1.68          211                1                  8         1         0         4         4096        0           0           0.001383     NA          0.004368          0.007446            0.007444           0.01                 5             71
1.82          212                1                  8         1         0         5         4096        0           0           0.002254     NA          0.006331          0.009319            0.009318           0.01                 5             73
1.60          212                1                  8         1         0         6         4096        0           0           0.001143     NA          0.002731          0.003513            0.003512           0.00                 5             88
1.97          215                1                  64        1         0         1         4096        0           0           0.002556     NA          0.017286          0.017193            0.017193           0.04                 19            82
1.90          216                1                  64        1         0         2         4096        0           0           0.006059     NA          0.023356          0.024922            0.024921           0.04                 21            95
1.89          213                1                  64        1         0         3         4096        0           0           0.005232     NA          0.012851          0.021231            0.021230           0.03                 15            78
1.51          213                1                  64        1         0         4         4096        0           0           0.004347     NA          0.014050          0.018143            0.018142           0.03                 15            83
1.49          214                1                  64        1         0         5         4096        0           0           0.005261     NA          0.014186          0.021591            0.021590           0.03                 17            82
1.87          213                1                  64        1         0         6         4096        0           0           0.002299     NA          0.005085          0.007341            0.007340           0.02                 13            90
