comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  1    128       1         0         1         512         0           2           .004374      NA          .134316           .104364             .104346            0.03                 11            1366
0.01          3                  1                  1    128       1         0         1         1024        0           2           .007686      NA          .214506           .178632             .178614            0.03                 20            1386
0.01          3                  1                  1    128       1         0         1         5120        0           2           .040068      NA          .887004           .697284             .697266            0.08                 47            1645
0.01          3                  1                  1    128       1         0         2         512         0           2           .007002      NA          .083322           .082782             .082782            0.02                 12            1709
0.01          3                  1                  1    128       1         0         2         1024        0           2           .012132      NA          .147474           .159804             .159786            0.03                 15            1490
0.00          3                  1                  1    128       1         0         2         5120        0           2           .045486      NA          .673308           .671652             .671634            0.07                 47            1617
0.01          3                  1                  1    128       1         0         3         512         0           2           .001836      NA          .076554           .088344             .088326            0.02                 11            1576
0.01          3                  1                  1    128       1         0         3         1024        0           2           .003150      NA          .129672           .169920             .169902            0.03                 15            1380
0.01          3                  1                  1    128       1         0         3         5120        0           2           .013986      NA          .555066           .672228             .672210            0.08                 47            1301
0.01          3                  1                  1    128       1         0         4         512         0           2           .001908      NA          .063216           .089280             .089262            0.02                 10            1465
0.01          3                  1                  1    128       1         0         4         1024        0           2           .003114      NA          .123786           .155412             .155394            0.02                 14            1503
0.01          3                  1                  1    128       1         0         4         5120        0           2           .012582      NA          .508230           .635886             .635868            0.06                 42            1457
0.01          3                  1                  1    128       1         0         5         512         0           2           .001692      NA          .070722           .106038             .106038            0.03                 10            1043
0.01          3                  1                  1    128       1         0         5         1024        0           2           .003078      NA          .122418           .154998             .154998            0.02                 14            1557
0.01          3                  1                  1    128       1         0         5         5120        0           2           .012222      NA          .525006           .654444             .654426            0.07                 42            1363
0.01          3                  1                  1    128       1         0         6         512         0           2           .000702      NA          .025776           .032976             .032958            0.01                 12            1626
0.01          3                  1                  1    128       1         0         6         1024        0           2           .001044      NA          .036828           .075402             .075384            0.03                 11            1036
0.01          3                  1                  1    128       1         0         6         5120        0           2           .003852      NA          .151560           .222030             .222012            0.05                 27            1139
0.01          3                  1                  1    256       1         0         1         512         0           2           .004464      NA          .166860           .129726             .129708            0.03                 15            1363
0.01          3                  1                  1    256       1         0         1         1024        0           2           .008514      NA          .315522           .240660             .240642            0.04                 28            1504
0.01          3                  1                  1    256       1         0         1         5120        0           2           .037440      NA          1.536606          1.254258            1.254240           0.11                 89            1937
0.01          3                  1                  1    256       1         0         2         512         0           2           .009432      NA          .130698           .136584             .136566            0.03                 15            1432
0.01          3                  1                  1    256       1         0         2         1024        0           2           .017298      NA          .235062           .241884             .241866            0.03                 26            1718
0.01          3                  1                  1    256       1         0         2         5120        0           2           .054000      NA          1.153098          1.208736            1.208718           0.12                 87            1518
0.01          3                  1                  1    256       1         0         3         512         0           2           .001638      NA          .112932           .146070             .146052            0.02                 15            1428
