comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.05          233                1                  8         1         0         1         4096        0           0           0.003040     NA          0.010598          0.011639            0.011638           0.03                 7             83
2.99          231                1                  8         1         0         2         4096        0           0           0.005033     NA          0.014538          0.014594            0.014593           0.02                 6             100
2.93          230                1                  8         1         0         3         4096        0           0           0.004031     NA          0.008399          0.014560            0.014559           0.02                 6             76
2.94          230                1                  8         1         0         4         4096        0           0           0.002215     NA          0.006346          0.009435            0.009434           0.02                 5             71
2.94          230                1                  8         1         0         5         4096        0           0           0.003728     NA          0.010287          0.013664            0.013662           0.03                 5             75
2.95          230                1                  8         1         0         6         4096        0           0           0.001620     NA          0.003030          0.004147            0.004146           0.02                 5             70
3.17          235                1                  64        1         0         1         4096        0           0           0.003893     NA          0.023445          0.020067            0.020065           0.05                 19            98
3.13          238                1                  64        1         0         2         4096        0           0           0.007675     NA          0.026693          0.027511            0.027510           0.05                 21            98
3.04          236                1                  64        1         0         3         4096        0           0           0.006693     NA          0.015919          0.028246            0.028245           0.05                 15            77
3.03          231                1                  64        1         0         4         4096        0           0           0.004975     NA          0.014221          0.021569            0.021568           0.04                 15            75
3.04          231                1                  64        1         0         5         4096        0           0           0.006527     NA          0.018183          0.025925            0.025924           0.05                 17            84
3.03          231                1                  64        1         0         6         4096        0           0           0.002798     NA          0.008477          0.011398            0.011397           0.04                 13            82
