comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.66          213                1                  1         1         0         1         4096        0           0           0.001740     NA          0.009666          0.009651            0.009650           0.02                 5             74
1.64          212                1                  1         1         0         2         4096        0           0           0.002973     NA          0.013379          0.015362            0.015360           0.03                 5             70
1.41          212                1                  1         1         0         3         4096        0           0           0.002005     NA          0.006736          0.011324            0.011323           0.01                 5             73
1.43          209                1                  1         1         0         4         4096        0           0           0.001361     NA          0.004820          0.010710            0.010709           0.02                 5             58
1.52          212                1                  1         1         0         5         4096        0           0           0.002282     NA          0.007944          0.011360            0.011359           0.02                 5             55
1.56          210                1                  1         1         0         6         4096        0           0           0.001321     NA          0.001617          0.002448            0.002447           0.00                 4             88
1.52          214                1                  8         1         0         1         4096        0           0           0.001724     NA          0.011606          0.009130            0.009129           0.01                 5             106
1.51          213                1                  8         1         0         2         4096        0           0           0.002849     NA          0.008349          0.011123            0.011122           0.01                 6             83
1.35          213                1                  8         1         0         3         4096        0           0           0.002060     NA          0.005606          0.008969            0.008968           0.01                 5             75
1.53          212                1                  8         1         0         4         4096        0           0           0.001347     NA          0.005102          0.009629            0.009628           0.02                 5             57
1.61          214                1                  8         1         0         5         4096        0           0           0.002184     NA          0.006152          0.009836            0.009836           0.02                 5             71
1.70          213                1                  8         1         0         6         4096        0           0           0.000988     NA          0.003402          0.003421            0.003420           0.01                 5             92
