comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.00          234                1                  8         1         0         1         4096        0           0           0.003175     NA          0.012981          0.016581            0.016580           0.02                 7             84
2.94          233                1                  8         1         0         2         4096        0           0           0.004865     NA          0.013520          0.021073            0.021072           0.03                 6             73
2.90          231                1                  8         1         0         3         4096        0           0           0.003773     NA          0.007676          0.017364            0.017363           0.03                 6             57
2.88          230                1                  8         1         0         4         4096        0           0           0.002280     NA          0.005948          0.013374            0.013373           0.02                 5             56
2.91          230                1                  8         1         0         5         4096        0           0           0.003725     NA          0.010243          0.016078            0.016077           0.02                 5             72
2.87          231                1                  8         1         0         6         4096        0           0           0.001949     NA          0.004046          0.005916            0.005915           0.01                 6             85
3.11          237                1                  64        1         0         1         4096        0           0           0.003494     NA          0.025975          0.060309            0.060308           0.07                 19            55
3.07          233                1                  64        1         0         2         4096        0           0           0.006240     NA          0.026149          0.071185            0.071184           0.09                 21            51
3.01          231                1                  64        1         0         3         4096        0           0           0.006291     NA          0.013921          0.070827            0.070826           0.09                 15            40
2.99          230                1                  64        1         0         4         4096        0           0           0.005285     NA          0.013186          0.059447            0.059446           0.08                 15            44
3.00          232                1                  64        1         0         5         4096        0           0           0.006253     NA          0.017015          0.068115            0.068114           0.09                 17            45
2.99          230                1                  64        1         0         6         4096        0           0           0.002845     NA          0.007776          0.024987            0.024986           0.04                 13            62
